tract,City,Community_Name,Detailed_Name,call_counts,crime_counts,shelter_counts,Land.Area,lat,long,Shape.Area,Shape.Length,totUnshelt2017,totShelt2017,totHomeless2017,totUnshelt2016,totShelt2016,totHomeless2016
101110,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,0,0,0,0.44,34.2594737,-118.2929869,0.000111817,0.047170396,1,0,1,6,0,6
101122,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,0,0,0,1.02,34.2677213,-118.2901465,0.000258821,0.096237181,0,0,0,6,0,6
101210,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,0,0,0,0.25,34.2529724,-118.2907309,6.36839E-05,0.037365285,5.095,0,5.095,19,0,19
101220,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,0,0,1,0.27,34.2516085,-118.2816322,6.84079E-05,0.038496788,34,0,34,39,0,39
101300,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,10,0,0,1,34.2487776,-118.2709988,0.000252535,0.085834381,20.108,0,20.108,33,0,33
101400,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,0,0,0,2.44,34.2428534,-118.2941635,0.000617417,0.133832355,11.995,0,11.995,17,0,17
102103,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.46,34.2250793,-118.354188,0.000116084,0.051642006,8.093,0,8.093,20,0,20
102104,Los Angeles,Sun Valley,Sun Valley Area NC,1,0,0,0.64,34.2161866,-118.3454041,0.000162402,0.083594547,0,0,0,28,0,28
102105,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.19,34.2098714,-118.3492638,4.81505E-05,0.030124716,9.802,0,9.802,10,0,10
102107,Los Angeles,Foothill Trails,Foothill Trails District NC,4,0,0,4.98,34.2409055,-118.3395158,0.001264543,0.198263465,4.616,0,4.616,0,0,0
103101,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,0,0,0,0.78,34.2732407,-118.3078874,0.000198707,0.079035095,6.781,0,6.781,23,0,23
103102,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,3,0,0,0.48,34.2633843,-118.3073883,0.000121476,0.051432013,12.4,0,12.4,2,0,2
103200,Los Angeles,Foothill Trails,Foothill Trails District NC,10,0,0,2.86,34.2733521,-118.3402287,0.000726056,0.163889372,55.271,0,55.271,65,0,65
103300,Los Angeles,Foothill Trails,Foothill Trails District NC,0,0,0,2.37,34.2573787,-118.3554781,0.00060116,0.115578914,14.775,0,14.775,0,0,0
103400,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,8,0,0,0.97,34.2548355,-118.3139736,0.000244758,0.078805164,17.795,0,17.795,17,0,17
104103,Los Angeles,Foothill Trails,Foothill Trails District NC,0,0,0,0.37,34.2820993,-118.3925764,9.29228E-05,0.041582938,33.106,0,33.106,10,0,10
104105,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.23,34.2761482,-118.4046862,5.72385E-05,0.035640156,6.781,8,14.781,0,5,5
104108,Los Angeles,Pacoima,Pacoima NC,3,0,0,0.42,34.2731497,-118.3985703,0.000107359,0.058296503,6.116,0,6.116,6,0,6
104124,Los Angeles,Angeles National Forest,Kagel Canyon,0,0,0,1.73,34.2902413,-118.373946,0.000438743,0.120650474,0,0,0,31,0,31
104201,Los Angeles,Pacoima,Pacoima NC,1,0,0,0.42,34.2865005,-118.4160998,0.000106732,0.045096817,24.114,0,24.114,10,0,10
104203,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.27,34.2790581,-118.4115543,6.93098E-05,0.033603959,1.591,0,1.591,8,0,8
104204,Los Angeles,Foothill Trails,Foothill Trails District NC,3,0,0,1.03,34.2912875,-118.3931176,0.000261111,0.092493737,16.569,0,16.569,1,0,1
104310,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.58,34.2763731,-118.4292815,0.000147692,0.057997681,5.781,0,5.781,5,0,5
104320,Los Angeles,Pacoima,Pacoima NC,1,0,0,0.47,34.2731324,-118.4202492,0.000118664,0.044437905,2.591,0,2.591,1,120,121
104401,Los Angeles,Pacoima,Pacoima NC,0,1,0,0.26,34.2670388,-118.4327217,6.66729E-05,0.038394627,1.926,0,1.926,6,0,6
104403,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.27,34.2587738,-118.4344849,6.81984E-05,0.04832803,20.465,0,20.465,4,0,4
104404,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.21,34.2639207,-118.4286916,5.28202E-05,0.033447221,13.795,0,13.795,7,0,7
104500,Los Angeles,Pacoima,Pacoima NC,1,0,0,0.21,34.2555108,-118.4257479,5.19717E-05,0.034152322,1.926,21,22.926,4,27,31
104610,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.23,34.2604355,-118.4189927,5.79585E-05,0.035074203,3.095,0,3.095,6,0,6
104620,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.21,34.2579043,-118.4224647,5.19894E-05,0.034152607,19.28,0,19.28,0,0,0
104701,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.21,34.2684745,-118.415214,5.38881E-05,0.033951039,1.808,0,1.808,46,0,46
104703,Los Angeles,Pacoima,Pacoima NC,3,0,0,0.45,34.2552325,-118.4005905,0.000114499,0.047168727,61.689,0,61.689,12,0,12
104704,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.64,34.2625316,-118.4088637,0.000162745,0.051609213,9,0,9,13,0,13
104810,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.43,34.2502996,-118.4111792,0.000109941,0.043205457,0,0,0,5,0,5
104821,Los Angeles,Pacoima,Pacoima NC,0,0,0,0.21,34.2465705,-118.4162955,5.20445E-05,0.034155346,2.926,0,2.926,38,0,38
104822,Los Angeles,Pacoima,Pacoima NC,4,0,0,0.24,34.2458338,-118.4209236,5.95697E-05,0.041695232,25.738,0,25.738,14,0,14
106010,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.97,34.3253362,-118.4434108,0.000246942,0.07508715,0,0,0,8,0,8
106020,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.78,34.3230145,-118.429739,0.00019767,0.070875779,43.392,0,43.392,0,0,0
106111,Los Angeles,Sylmar,Sylmar NC,0,0,0,1.47,34.3213672,-118.407505,0.000374846,0.106252655,2.095,0,2.095,0,0,0
106112,Los Angeles,Sylmar,Sylmar NC,0,1,0,1.25,34.3054778,-118.4124465,0.000316088,0.15002059,12.781,170,182.781,8,0,8
106113,Los Angeles,Sylmar,Sylmar NC,1,0,0,0.56,34.3061792,-118.4222365,0.000140843,0.059846387,49.881,0,49.881,25,0,25
106114,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.39,34.3023558,-118.4268073,9.93517E-05,0.052082662,22.036,0,22.036,3,0,3
106403,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.43,34.3060186,-118.4412741,0.000108279,0.043567767,4,0,4,11,0,11
106405,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.45,34.3146809,-118.4482929,0.000114608,0.044020043,3.095,0,3.095,4,0,4
106406,Los Angeles,Sylmar,Sylmar NC,3,0,0,0.8,34.3228508,-118.4590006,0.00020425,0.065492468,9.379,0,9.379,4,0,4
106407,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.09,34.3105742,-118.4365572,2.27338E-05,0.019331636,0,0,0,36,16,52
106408,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.09,34.3132613,-118.4400777,2.24208E-05,0.019146062,2,0,2,10,0,10
106510,Los Angeles,Sylmar,Sylmar NC,2,0,0,2.21,34.326405,-118.4795847,0.000561481,0.115205729,12.282,0,12.282,21,0,21
106520,Los Angeles,Sylmar,Sylmar NC,3,0,0,0.85,34.3088574,-118.4613524,0.000216035,0.060255165,44.462,0,44.462,11,0,11
106603,Los Angeles,Granada Hills,Granada Hills North NC,0,0,0,5.91,34.3123662,-118.5244831,0.00149847,0.188140514,0,0,0,18,0,18
106604,Los Angeles,Sylmar,Sylmar NC,0,0,0,1.01,34.3033292,-118.4745764,0.000255883,0.080449695,14.673,0,14.673,13,0,13
106641,Los Angeles,Granada Hills,Granada Hills North NC,0,0,0,0.44,34.2984691,-118.5084331,0.000111191,0.05842828,0,0,0,0,0,0
106642,Los Angeles,Granada Hills,Granada Hills North NC,0,0,0,0.61,34.2863224,-118.5070136,0.000154462,0.060183513,4.19,0,4.19,0,0,0
106643,Los Angeles,Granada Hills,Granada Hills North NC,0,0,0,1.67,34.2894537,-118.5220166,0.000424227,0.100954223,2.095,0,2.095,0,0,0
106645,Los Angeles,Granada Hills,Granada Hills North NC,0,1,0,0.98,34.2905628,-118.4941725,0.000247521,0.088166195,0,0,0,0,0,0
106646,Los Angeles,Granada Hills,Granada Hills North NC,1,0,0,0.57,34.2797379,-118.4939447,0.000144524,0.068917454,2.703,0,2.703,14,0,14
106648,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.31,34.2930983,-118.4558345,7.76411E-05,0.04177175,0,0,0,0,0,0
106649,Los Angeles,Sylmar,Sylmar NC,3,0,0,0.43,34.2892618,-118.4606541,0.000108559,0.063063086,0,0,0,6,0,6
107010,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.26,34.3020803,-118.4467204,6.70491E-05,0.039564047,3.591,0,3.591,33,0,33
107020,Los Angeles,Sylmar,Sylmar NC,0,0,0,0.38,34.2975505,-118.4504793,9.74127E-05,0.044685983,1.591,0,1.591,28,0,28
108101,Los Angeles,Porter Ranch,Porter Ranch NC,0,0,0,0.44,34.2793058,-118.5416524,0.000110495,0.044211129,0,0,0,0,0,0
108102,Los Angeles,Porter Ranch,Porter Ranch NC,1,0,0,0.84,34.2804584,-118.5550665,0.000213801,0.056872161,0,0,0,8,0,8
108103,Los Angeles,Porter Ranch,Porter Ranch NC,0,0,0,0.99,34.2864236,-118.5400017,0.000251028,0.111484219,0,0,0,0,0,0
108104,Los Angeles,Porter Ranch,Porter Ranch NC,0,0,0,0.32,34.2943135,-118.5460083,8.08826E-05,0.046273519,0,0,0,0,0,0
108201,Los Angeles,Porter Ranch,Porter Ranch NC,0,0,0,1.08,34.2868634,-118.564234,0.000274649,0.091732504,4.686,0,4.686,0,0,0
108202,Los Angeles,Porter Ranch,Porter Ranch NC,0,0,0,2.32,34.286095,-118.5796806,0.000587451,0.109912623,0,0,0,0,0,0
109100,Los Angeles,Mission Hills,Mission Hills NC,2,0,0,1.05,34.2771693,-118.4631511,0.000265066,0.078146406,35.436,0,35.436,19,0,19
109200,Los Angeles,Granada Hills,Granada Hills North NC,0,0,0,0.46,34.277998,-118.4746272,0.000116804,0.044761208,0,0,0,0,0,0
109300,Los Angeles,Granada Hills,Granada Hills North NC,0,0,0,0.48,34.2711982,-118.4804333,0.00012071,0.052967556,55.287,0,55.287,2,0,2
109400,Los Angeles,Mission Hills,Mission Hills NC,1,0,0,0.5,34.2687178,-118.4556969,0.000126436,0.055677852,24.81,0,24.81,19,0,19
109500,Los Angeles,Mission Hills,Mission Hills NC,6,0,0,0.46,34.2703268,-118.4389293,0.000116858,0.061747609,81.167,0,81.167,0,0,0
109601,Los Angeles,Mission Hills,Mission Hills NC,1,0,0,0.86,34.2593157,-118.4495333,0.000220016,0.060431172,4.021,0,4.021,0,0,0
109603,Los Angeles,Mission Hills,Mission Hills NC,1,0,0,0.39,34.2536518,-118.4654157,9.77636E-05,0.041460251,50.078,0,50.078,13,0,13
109604,Los Angeles,Mission Hills,Mission Hills NC,6,0,0,0.45,34.2615445,-118.4653518,0.000114998,0.044031205,34.066,0,34.066,0,0,0
109700,Los Angeles,Granada Hills,Granada Hills South NC,7,1,0,0.61,34.2619343,-118.4808881,0.000155325,0.054852204,13.202,0,13.202,0,0,0
109800,Los Angeles,North Hills,North Hills West NC,0,0,0,0.54,34.2537115,-118.4815974,0.000136963,0.051943911,5.102,0,5.102,48,0,48
111100,Los Angeles,Granada Hills,Granada Hills South NC,0,0,0,0.41,34.2683099,-118.4950694,0.000103688,0.042123249,0,0,0,1,0,1
111201,Los Angeles,Granada Hills,Granada Hills South NC,0,0,0,0.74,34.2748338,-118.5101489,0.000187257,0.081570429,1.703,0,1.703,1,0,1
111202,Los Angeles,Granada Hills,Granada Hills South NC,0,0,0,0.72,34.2684432,-118.5148271,0.000182729,0.065674909,4.181,0,4.181,34,0,34
111204,Los Angeles,Northridge,Northridge West NC,1,0,0,1.27,34.2619679,-118.5474393,0.000324114,0.076873912,2.591,0,2.591,2,0,2
111205,Los Angeles,Northridge,Northridge East NC,0,0,0,0.44,34.2540547,-118.5352005,0.00011344,0.045853579,1.591,0,1.591,5,0,5
111206,Los Angeles,Northridge,Northridge East NC,0,0,0,1.01,34.2690645,-118.5343557,0.000256736,0.07236013,0,0,0,19,0,19
111301,Los Angeles,Granada Hills,Granada Hills South NC,6,0,0,0.77,34.261129,-118.5157706,0.000195893,0.067855209,10.532,0,10.532,34,0,34
111302,Los Angeles,Northridge,Northridge East NC,0,0,0,0.6,34.2539511,-118.5128425,0.000151977,0.056140357,0,0,0,2,0,2
111400,Los Angeles,Granada Hills,Granada Hills South NC,5,0,0,0.7,34.2578116,-118.496182,0.000177356,0.054156624,2,0,2,1,0,1
113101,Los Angeles,Chatsworth,Chatsworth NC,0,0,0,0.87,34.2654115,-118.5852975,0.000221709,0.064016494,3.095,0,3.095,1,0,1
113102,Los Angeles,Chatsworth,Chatsworth NC,1,1,0,1.41,34.2660306,-118.5686167,0.000359617,0.076576704,14.664,0,14.664,10,0,10
113211,Los Angeles,Chatsworth,Chatsworth NC,0,0,0,2.81,34.2674995,-118.6227865,0.000712866,0.116606406,0,0,0,14,0,14
113212,Los Angeles,Chatsworth,Chatsworth NC,0,0,0,0.39,34.2606869,-118.6024313,9.78631E-05,0.044260019,0,0,0,2,0,2
113213,Los Angeles,Chatsworth,Chatsworth NC,2,0,0,0.5,34.2519958,-118.6071365,0.000127318,0.053203047,13.368,0,13.368,20,0,20
113231,Los Angeles,West Hills,West Hills NC,0,0,0,1.59,34.2266028,-118.6502378,0.000405073,0.132954078,11.56,0,11.56,0,0,0
113232,Los Angeles,West Hills,West Hills NC,0,0,0,0.8,34.225826,-118.6125452,0.00020212,0.071722209,6.285,0,6.285,0,0,0
113233,Los Angeles,Canoga Park,Canoga Park NC,3,0,0,0.44,34.2269621,-118.6012203,0.000111925,0.049091975,4.851,0,4.851,27,0,27
113234,Los Angeles,Canoga Park,Canoga Park NC,1,0,0,0.39,34.2257746,-118.5939793,0.000100084,0.04951511,8.093,0,8.093,6,15,21
113235,Los Angeles,Chatsworth,Chatsworth NC,0,0,0,0.55,34.2382513,-118.651677,0.000139324,0.092668094,0,0,0,0,0,0
113237,Los Angeles,Chatsworth,Chatsworth NC,12,0,0,1.83,34.244544,-118.6117577,0.000464574,0.112627004,46.734,180,226.734,24,74,98
113301,Los Angeles,Northridge,Northridge West NC,0,0,0,0.88,34.2440427,-118.5583429,0.000222107,0.065526529,14.791,0,14.791,15,0,15
113303,Los Angeles,Chatsworth,Chatsworth NC,1,0,0,1.57,34.2440789,-118.5790731,0.000399357,0.097697531,50.502,11,61.502,13,16,29
113321,Los Angeles,Chatsworth,Chatsworth NC,5,0,1,0.4,34.2533539,-118.5918392,0.000102605,0.04230419,14.16,0,14.16,22,0,22
113322,Los Angeles,Chatsworth,Chatsworth NC,0,0,0,0.69,34.2536788,-118.5721382,0.00017485,0.063787607,10.187,0,10.187,0,0,0
113401,Los Angeles,Northridge,Northridge South NC,2,0,2,0.95,34.2272273,-118.5626938,0.000239891,0.06274388,9.19,0,9.19,13,0,13
113421,Los Angeles,Winnetka,Winnetka NC,0,0,0,0.85,34.2335792,-118.5830621,0.000215786,0.067196099,35.109,0,35.109,12,0,12
113422,Los Angeles,Winnetka,Winnetka NC,3,0,0,0.59,34.2242131,-118.5809624,0.000149666,0.057185495,0,0,0,18,0,18
115101,Los Angeles,Northridge,Northridge East NC,0,0,0,1.5,34.2394391,-118.5112305,0.000379914,0.078482908,5,0,5,5,0,5
115103,Los Angeles,Northridge,Northridge East NC,0,0,0,0.59,34.2438266,-118.5274632,0.000148912,0.06489086,0,0,0,0,0,0
115104,Los Angeles,Northridge,Northridge East NC,0,0,0,0.39,34.2374909,-118.5226461,9.98289E-05,0.05834805,12.361,0,12.361,0,0,0
115201,Los Angeles,Northridge,Northridge East NC,0,0,0,0.53,34.2441108,-118.5382749,0.000134316,0.056279271,3.095,0,3.095,0,0,0
115202,Los Angeles,Northridge,Northridge South NC,3,0,0,0.67,34.2332349,-118.5376549,0.000170391,0.058201141,25.674,97,122.674,31,83,114
115301,Los Angeles,Northridge,Northridge West NC,0,0,0,0.63,34.2422846,-118.548089,0.00016061,0.06539672,0,0,0,0,0,0
115302,Los Angeles,Northridge,Northridge South NC,0,0,0,0.32,34.2259651,-118.5503049,8.19725E-05,0.036963305,16.898,0,16.898,11,0,11
115401,Los Angeles,Northridge,Northridge South NC,0,0,0,0.74,34.2248079,-118.515127,0.000186399,0.06451729,1,0,1,0,0,0
115403,Los Angeles,Northridge,Northridge South NC,0,0,0,0.27,34.2247342,-118.5317299,6.88537E-05,0.033484067,10.379,0,10.379,18,0,18
115404,Los Angeles,Northridge,Northridge South NC,0,1,0,0.37,34.2255624,-118.5416703,9.3271E-05,0.039177284,2.095,0,2.095,8,0,8
117101,Los Angeles,North Hills,North Hills East NC,1,0,0,0.3,34.2391374,-118.4621302,7.62776E-05,0.035786151,16.274,0,16.274,16,0,16
117102,Los Angeles,North Hills,North Hills East NC,0,0,0,0.4,34.2481946,-118.4598237,0.000101656,0.042656878,12.327,0,12.327,0,0,0
117201,Los Angeles,North Hills,North Hills West NC,11,1,0,0.3,34.2426724,-118.4700895,7.72846E-05,0.039358414,7.034,0,7.034,0,0,0
117202,Los Angeles,North Hills,North Hills West NC,18,0,0,0.7,34.2429124,-118.4788675,0.000177691,0.053940679,5,0,5,3,0,3
117301,Los Angeles,North Hills,North Hills West NC,0,0,0,0.51,34.2421587,-118.4896512,0.000130339,0.04779234,0,0,0,30,0,30
117302,Los Angeles,Northridge,Northridge East NC,0,0,0,0.79,34.238143,-118.4987424,0.00020078,0.074931034,0,0,0,0,0,0
117303,Los Angeles,North Hills,North Hills West NC,0,0,0,0.7,34.2281097,-118.4912814,0.000176174,0.054083314,49.22,0,49.22,22,0,22
117404,Los Angeles,North Hills,North Hills West NC,5,0,0,0.68,34.2284788,-118.479077,0.000172758,0.052746801,34.102,0,34.102,25,16,41
117405,Los Angeles,North Hills,North Hills East NC,1,0,1,0.08,34.2337312,-118.4702311,1.97495E-05,0.018175927,2,0,2,1,0,1
117407,Los Angeles,North Hills,North Hills East NC,1,0,0,0.08,34.2301059,-118.4703117,1.9406E-05,0.018026902,9,0,9,0,0,0
117408,Los Angeles,North Hills,North Hills East NC,1,0,0,0.15,34.2248464,-118.4703709,3.68372E-05,0.024472865,57.393,0,57.393,86,0,86
117510,Los Angeles,North Hills,North Hills East NC,0,0,0,0.13,34.233678,-118.4621485,3.27906E-05,0.025645373,14.946,0,14.946,37,0,37
117520,Los Angeles,North Hills,North Hills East NC,11,0,0,0.12,34.2300853,-118.4621861,3.18706E-05,0.024241768,20.289,15,35.289,29,31,60
117530,Los Angeles,North Hills,North Hills East NC,1,0,0,0.21,34.2264373,-118.4643776,5.44842E-05,0.030166765,70.839,0,70.839,11,0,11
119001,Los Angeles,Arleta,Arleta NC,1,0,0,0.39,34.2351095,-118.4203143,0.000104368,0.04247393,3.686,0,3.686,26,0,26
119002,Los Angeles,Arleta,Arleta NC,1,0,0,0.65,34.2469249,-118.4275349,0.000165768,0.065009796,19.422,0,19.422,0,0,0
119201,Los Angeles,Arleta,Arleta NC,2,0,0,0.37,34.2462338,-118.440639,9.31833E-05,0.039062046,16.211,0,16.211,1,0,1
119202,Los Angeles,Arleta,Arleta NC,0,0,0,0.37,34.2547197,-118.4424803,9.48388E-05,0.050217322,2.095,0,2.095,16,10,26
119310,Los Angeles,Panorama City,Panorama City NC,3,0,0,0.16,34.2450202,-118.4516702,4.19715E-05,0.030474029,1.591,0,1.591,2,0,2
119320,Los Angeles,Panorama City,Panorama City NC,1,0,0,0.19,34.2369427,-118.4547256,4.85969E-05,0.028014662,3.181,0,3.181,0,0,0
119340,Los Angeles,Panorama City,Panorama City NC,0,0,0,0.05,34.233609,-118.4519009,1.19522E-05,0.013846166,1.591,0,1.591,1,0,1
119341,Los Angeles,Panorama City,Panorama City NC,1,0,0,0.13,34.2371667,-118.4458757,3.19382E-05,0.026007314,7.829,0,7.829,15,0,15
119342,Los Angeles,Panorama City,Panorama City NC,0,0,0,0.08,34.2407688,-118.4472671,2.14385E-05,0.018866497,0,0,0,3,0,3
119400,Los Angeles,Arleta,Arleta NC,0,0,0,0.43,34.2378874,-118.4353682,0.000109752,0.042852161,0,0,0,4,0,4
119700,Los Angeles,Arleta,Arleta NC,0,0,0,0.5,34.2207731,-118.4257669,0.000128197,0.058590863,9.116,0,9.116,32,0,32
119800,Los Angeles,Arleta,Arleta NC,0,0,0,0.48,34.2329132,-118.4291943,0.000121536,0.04541561,20.212,0,20.212,8,0,8
119900,Los Angeles,Panorama City,Panorama City NC,5,0,0,0.41,34.2278369,-118.4412802,0.000102952,0.044269023,9.802,0,9.802,17,0,17
120010,Los Angeles,Panorama City,Panorama City NC,0,0,0,0.21,34.2191995,-118.4622655,5.53336E-05,0.030975155,7.276,0,7.276,9,0,9
120020,Los Angeles,Panorama City,Panorama City NC,6,0,0,0.21,34.2188235,-118.4548516,5.40145E-05,0.05032119,17.712,154,171.712,13,63,76
120030,Los Angeles,Panorama City,Panorama City NC,1,0,0,0.14,34.2152447,-118.451843,3.50832E-05,0.023953751,20.165,0,20.165,10,0,10
120103,Los Angeles,Panorama City,Panorama City NC,1,0,0,0.05,34.2297196,-118.4517984,1.35506E-05,0.016660081,5.294,0,5.294,1,0,1
120104,Los Angeles,Panorama City,Panorama City NC,6,0,0,0.18,34.223963,-118.4493666,4.44077E-05,0.031189437,23.159,0,23.159,24,0,24
120105,Los Angeles,Panorama City,Panorama City NC,0,1,0,0.21,34.2340798,-118.4488025,5.39025E-05,0.047950056,6.116,0,6.116,2,0,2
120106,Los Angeles,Panorama City,Panorama City NC,1,0,0,0.08,34.223102,-118.4563804,2.01828E-05,0.018770101,2.095,0,2.095,0,0,0
120107,Los Angeles,Panorama City,Panorama City NC,2,1,0,0.08,34.226419,-118.4563804,2.02806E-05,0.018721755,7,0,7,2,0,2
120108,Los Angeles,Panorama City,Panorama City NC,2,2,0,0.15,34.2300529,-118.4563783,3.78604E-05,0.025045618,19.513,0,19.513,10,0,10
120300,Los Angeles,Panorama City,Panorama City NC,9,0,0,0.66,34.2152914,-118.4408399,0.000168134,0.05663281,12.718,0,12.718,9,0,9
120400,Los Angeles,Panorama City,Panorama City NC,15,0,0,0.41,34.2188821,-118.4323396,0.000104273,0.049897649,5.777,0,5.777,0,0,0
121010,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.74,34.223913,-118.403944,0.000198531,0.058273992,35.117,0,35.117,27,0,27
121020,Los Angeles,North Hollywood,North Hollywood Northeast NC,0,0,0,0.32,34.2121219,-118.4020625,8.0668E-05,0.039724212,0,0,0,9,0,9
121101,Los Angeles,Sun Valley,Sun Valley Area NC,1,0,0,0.18,34.224417,-118.3654295,4.6206E-05,0.033083377,11.967,0,11.967,11,0,11
121102,Los Angeles,Sun Valley,Sun Valley Area NC,1,0,0,2.88,34.2375326,-118.3841883,0.000737892,0.113173478,57.58,0,57.58,40,0,40
121210,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.77,34.2402959,-118.4039928,0.000199135,0.056559403,25.138,0,25.138,27,0,27
121221,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.19,34.2276073,-118.3955564,4.91348E-05,0.034298199,9.684,0,9.684,18,0,18
121222,Los Angeles,Sun Valley,Sun Valley Area NC,1,0,0,0.52,34.2321411,-118.3919494,0.000131025,0.057202472,28.477,0,28.477,50,0,50
121600,Los Angeles,North Hollywood,North Hollywood West NC,1,0,0,0.44,34.211069,-118.4105915,0.000111448,0.047598212,5,0,5,6,0,6
121801,Los Angeles,North Hollywood,North Hollywood Northeast NC,1,0,0,0.19,34.2114871,-118.3928771,4.75118E-05,0.031975016,2,0,2,8,0,8
121802,Los Angeles,North Hollywood,North Hollywood Northeast NC,1,0,2,0.37,34.2192112,-118.3913647,9.29738E-05,0.043621123,41.444,107,148.444,16,0,16
121900,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.65,34.217858,-118.3831998,0.000164933,0.059282009,29.957,176,205.957,17,421,438
122000,Los Angeles,North Hollywood,North Hollywood West NC,5,2,1,1.12,34.2147689,-118.4183782,0.000320053,0.088805378,38.379,0,38.379,17,0,17
122120,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.28,34.2107757,-118.3719094,7.04157E-05,0.042001031,16.187,0,16.187,3,0,3
122121,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.16,34.2142143,-118.3705556,4.03008E-05,0.038087015,0,0,0,5,0,5
122122,Los Angeles,Sun Valley,Sun Valley Area NC,3,2,0,0.39,34.2197648,-118.3736105,0.000101009,0.047420245,97.874,56,153.874,119,50,169
122200,Los Angeles,Sun Valley,Sun Valley Area NC,4,0,0,0.66,34.2143159,-118.3594527,0.000166688,0.059080558,23.61,0,23.61,21,0,21
122410,Los Angeles,North Hollywood,North Hollywood Northeast NC,0,0,0,0.27,34.2044832,-118.3919739,6.9156E-05,0.033456476,13.655,0,13.655,25,0,25
122420,Los Angeles,North Hollywood,North Hollywood Northeast NC,1,0,0,0.33,34.20361,-118.3832842,8.43873E-05,0.03695732,17,0,17,1,0,1
123010,Los Angeles,Sun Valley,Sun Valley Area NC,0,1,1,0.39,34.2027436,-118.3745717,9.93646E-05,0.04039096,26.966,0,26.966,38,0,38
123020,Los Angeles,Sun Valley,Sun Valley Area NC,0,0,0,0.22,34.2047368,-118.3664946,5.53298E-05,0.029723105,26.086,0,26.086,0,0,0
123103,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,1,0,0.35,34.192132,-118.365403,8.82623E-05,0.040238684,41.736,0,41.736,37,0,37
123104,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.3,34.1828906,-118.3650028,7.64429E-05,0.03535986,6.19,0,6.19,3,0,3
123203,Los Angeles,North Hollywood,North Hollywood Northeast NC,0,0,0,0.23,34.1967006,-118.3916113,5.7472E-05,0.037957458,10.562,0,10.562,45,0,45
123204,Los Angeles,North Hollywood,North Hollywood Northeast NC,0,0,0,0.13,34.193936,-118.3943295,3.17088E-05,0.023256002,16.565,12,28.565,3,0,3
123205,Los Angeles,North Hollywood,North Hollywood Northeast NC,3,0,0,0.29,34.1945637,-118.3835614,7.41097E-05,0.034609307,17.964,0,17.964,57,0,57
123206,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,8,1,0,0.23,34.1937075,-118.3748665,5.89606E-05,0.031138938,17.654,0,17.654,23,0,23
123301,Los Angeles,North Hollywood,North Hollywood Northeast NC,1,0,0,0.5,34.2003101,-118.4001225,0.000127508,0.051215715,49.443,0,49.443,10,0,10
123303,Los Angeles,North Hollywood,North Hollywood West NC,0,0,0,0.24,34.1972751,-118.4116037,6.19521E-05,0.037349862,16.09,0,16.09,0,0,0
123304,Los Angeles,North Hollywood,North Hollywood West NC,1,0,0,0.34,34.1965389,-118.4060882,8.59806E-05,0.039070169,41.369,0,41.369,26,0,26
123410,Los Angeles,North Hollywood,North Hollywood West NC,1,0,0,0.19,34.1993793,-118.4214325,4.86223E-05,0.028645915,9.781,0,9.781,12,0,12
