tract,City,Community_Name,Detailed_Name,call_counts,crime_counts,shelter_counts,Land.Area,lat,long,Shape.Area,Shape.Length,totUnshelt2017,totShelt2017,totHomeless2017,totUnshelt2016,totShelt2016,totHomeless2016
274100,Los Angeles,Venice,Venice NC,0,0,0,0.24,33.9875224,-118.4489221,6.12787E-05,0.044456708,30.368,0,30.368,123,0,123
274202,Los Angeles,Venice,Venice NC,2,0,0,0.37,33.9719816,-118.460713,0.000121339,0.075528655,25.228,0,25.228,52,0,52
275101,Los Angeles,Del Rey,Del Rey NC,1,0,0,0.13,33.9992665,-118.4045296,3.41374E-05,0.03062708,18.011,0,18.011,17,0,17
275102,Los Angeles,Del Rey,Del Rey NC,0,0,0,0.23,33.9979789,-118.4112469,6.03291E-05,0.036615843,28.213,0,28.213,8,0,8
275200,Los Angeles,Del Rey,Del Rey NC,0,0,0,0.18,33.9953352,-118.4198974,4.5286E-05,0.032340596,3.926,0,3.926,38,0,38
275302,Los Angeles,Del Rey,Del Rey NC,1,0,0,0.68,33.9838746,-118.4336385,0.000175547,0.055251219,21.035,0,21.035,15,0,15
275311,Los Angeles,Del Rey,Del Rey NC,2,0,0,0.48,33.9882746,-118.4233089,0.00012608,0.051770517,19.801,0,19.801,23,0,23
275400,Los Angeles,Del Rey,Del Rey NC,2,0,0,0.29,33.9906137,-118.4391729,7.32766E-05,0.040239165,22.515,0,22.515,19,0,19
275500,Los Angeles,Del Rey,Del Rey NC,0,0,0,0.29,33.9918105,-118.4148705,7.68657E-05,0.035635203,16.185,0,16.185,29,0,29
275602,Los Angeles,Del Rey,Del Rey NC,0,0,0,0.97,33.9769997,-118.4172475,0.000252372,0.08726249,26.34,0,26.34,0,0,0
275603,Los Angeles,Del Rey,Del Rey NC,0,0,0,0.39,33.9864759,-118.4066251,0.000100314,0.051989981,44.497,0,44.497,30,0,30
276000,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,1,0,0.9,33.9691783,-118.3890198,0.000228113,0.06754263,15.368,0,15.368,2,0,2
276100,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,1,0,0,0.38,33.9759315,-118.3730208,9.57957E-05,0.079630701,30.908,0,30.908,21,0,21
276400,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.49,33.9668881,-118.4095017,0.000124466,0.047181306,3.903,0,3.903,7,0,7
276500,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.46,33.9665412,-118.4180348,0.000116272,0.045683624,5.998,18,23.998,2,17,19
276601,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.86,33.9637725,-118.4345193,0.000218468,0.071144345,14.7,0,14.7,5,0,5
276603,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.18,33.9558339,-118.4365003,4.43468E-05,0.031071802,26.66,0,26.66,9,0,9
276604,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,1,0,0,0.32,33.9571656,-118.4248557,8.17715E-05,0.050093072,23.47,0,23.47,4,0,4
277000,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.89,33.9713675,-118.4003336,0.000224264,0.063558862,8.203,0,8.203,29,0,29
277100,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.48,33.9652241,-118.3783824,0.000120636,0.048037802,36.468,0,36.468,8,0,8
277200,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.4,33.9526287,-118.3822385,0.000101611,0.044235218,32.841,0,32.841,11,0,11
277400,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,4,2,0,0.25,33.9490354,-118.3743486,6.23136E-05,0.031545929,420.677,0,420.677,349,0,349
278001,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.62,33.9569112,-118.4012,0.000157499,0.080177408,35.886,0,35.886,36,0,36
278102,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,0.65,33.9583368,-118.4523916,0.000177759,0.092847105,13.426,0,13.426,8,0,8
291110,Los Angeles,Harbor Gateway,Harbor Gateway North NC,2,0,0,0.27,33.9200912,-118.2868209,6.93528E-05,0.035289141,5.442,0,5.442,0,0,0
291120,Los Angeles,Harbor Gateway,Harbor Gateway North NC,0,1,0,0.27,33.9127934,-118.2869247,6.83549E-05,0.033298207,25.996,0,25.996,0,0,0
291130,Los Angeles,Harbor Gateway,Harbor Gateway North NC,0,0,0,0.5,33.9024424,-118.2871419,0.000125885,0.046559499,5.19,0,5.19,2,0,2
291210,Los Angeles,Harbor Gateway,Harbor Gateway North NC,1,0,0,0.48,33.8886904,-118.2870814,0.000121108,0.045916042,7.946,0,7.946,0,0,0
291220,Los Angeles,Harbor Gateway,Harbor Gateway North NC,0,0,0,0.32,33.8771395,-118.286709,7.97788E-05,0.036932713,8.368,0,8.368,5,0,5
291300,Los Angeles,Harbor Gateway,Harbor Gateway South NC,0,0,0,0.91,33.86433,-118.2949002,0.000234197,0.096642776,65.119,0,65.119,55,0,55
292000,Los Angeles,Harbor Gateway,Harbor Gateway South NC,1,0,0,1.54,33.8484731,-118.3021541,0.000389716,0.096278833,20.662,0,20.662,57,0,57
293201,Los Angeles,Harbor Gateway,Harbor Gateway South NC,0,0,0,0.41,33.8308864,-118.30513,0.00010427,0.041639654,10.463,0,10.463,0,0,0
293202,Los Angeles,Harbor Gateway,Harbor Gateway South NC,0,0,0,0.41,33.820409,-118.3037589,0.000102486,0.042679133,14.585,0,14.585,13,0,13
293301,Los Angeles,Harbor City,Harbor City NC,0,0,0,0.33,33.8111773,-118.3038284,8.22782E-05,0.042268587,0,0,0,4,0,4
293302,Los Angeles,Harbor City,Harbor City NC,0,0,0,0.43,33.8016119,-118.3042086,0.000108981,0.045439366,0,0,0,47,0,47
293304,Los Angeles,Harbor City,Harbor City NC,1,0,0,0.22,33.7926172,-118.3043149,5.54414E-05,0.03019436,28.972,0,28.972,12,0,12
293306,Los Angeles,Harbor City,Harbor City NC,0,0,0,0.24,33.7817852,-118.3043557,6.11874E-05,0.035661546,0,0,0,6,0,6
293307,Los Angeles,Harbor City,Harbor City NC,1,0,0,0.13,33.7873712,-118.3035314,3.28506E-05,0.028062245,10.953,0,10.953,12,0,12
294110,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.38,33.7979932,-118.260391,9.65029E-05,0.049848054,1,0,1,86,0,86
294120,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.6,33.7957797,-118.2475763,0.000151971,0.052899775,23.622,0,23.622,8,0,8
294200,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.37,33.7948377,-118.2693892,9.28536E-05,0.039249099,13,0,13,35,0,35
294301,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.28,33.7946618,-118.2795526,6.94175E-05,0.035490514,12.205,0,12.205,10,0,10
294302,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.32,33.7848764,-118.2782902,8.17986E-05,0.043678846,10.19,0,10.19,47,0,47
294410,Los Angeles,Harbor City,Harbor City NC,0,0,0,0.32,33.794128,-118.2898931,8.11718E-05,0.03886232,42.677,0,42.677,17,0,17
294421,Los Angeles,Harbor City,Harbor City NC,0,1,0,0.26,33.790373,-118.2975664,6.46995E-05,0.048051848,27.778,0,27.778,39,0,39
294510,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.2,33.7865877,-118.271694,5.0447E-05,0.029116219,14.653,0,14.653,2,0,2
294520,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.19,33.7868323,-118.2658196,4.71228E-05,0.028086982,37.301,0,37.301,0,0,0
294610,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.32,33.787324,-118.2581968,8.01942E-05,0.036070219,8.998,0,8.998,16,0,16
294620,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.32,33.7874696,-118.2479267,8.19261E-05,0.038733865,68.377,0,68.377,0,0,0
294701,Los Angeles,Wilmington,Wilmington NC,10,1,2,0.68,33.7780161,-118.2549079,0.000170527,0.059856998,62.127,40,102.127,35,19,54
294810,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.12,33.7795265,-118.2714945,3.11932E-05,0.022602932,24.708,0,24.708,38,0,38
294820,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.15,33.7797819,-118.2656258,3.73278E-05,0.024697437,26.143,0,26.143,23,0,23
294830,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.34,33.7729434,-118.267011,8.62224E-05,0.041568885,93.602,0,93.602,49,0,49
294900,Los Angeles,Wilmington,Wilmington NC,0,0,0,0.25,33.7748702,-118.2774453,6.27347E-05,0.040432699,3.095,0,3.095,1,0,1
295103,Los Angeles,San Pedro,Northwest San Pedro NC,0,0,0,0.79,33.762648,-118.2962139,0.000200282,0.07954972,24.693,0,24.693,6,0,6
296210,Los Angeles,San Pedro,Central San Pedro NC,0,0,0,0.22,33.7476138,-118.2839528,5.44416E-05,0.028804191,13.77,0,13.77,29,0,29
296220,Los Angeles,San Pedro,Central San Pedro NC,3,0,0,0.21,33.7410279,-118.2837798,5.21856E-05,0.02907154,41.12,0,41.12,35,41,76
296300,Los Angeles,San Pedro,Northwest San Pedro NC,1,0,0,0.41,33.7545886,-118.3012745,0.000103404,0.052721815,43.492,0,43.492,20,0,20
296401,Los Angeles,San Pedro,Northwest San Pedro NC,0,0,0,0.38,33.7411716,-118.3150067,9.61274E-05,0.04264227,1.808,0,1.808,0,0,0
296402,Los Angeles,San Pedro,Northwest San Pedro NC,1,0,0,0.4,33.7465608,-118.3038543,0.000101691,0.051277061,9.379,0,9.379,6,0,6
296500,Los Angeles,San Pedro,Central San Pedro NC,1,0,0,0.35,33.7480876,-118.2927139,8.83644E-05,0.041830238,15.75,0,15.75,36,0,36
296600,Los Angeles,San Pedro,Central San Pedro NC,5,2,3,0.33,33.7397829,-118.2923625,8.19154E-05,0.036621336,54.578,119,173.578,16,7,23
296901,Los Angeles,San Pedro,Central San Pedro NC,0,0,0,0.24,33.7301628,-118.2945655,6.0055E-05,0.035555299,0,0,0,0,0,0
296902,Los Angeles,San Pedro,Central San Pedro NC,0,0,1,0.19,33.7344542,-118.2956244,4.77409E-05,0.037282641,19.393,59,78.393,7,49,56
297000,Los Angeles,San Pedro,Northwest San Pedro NC,0,0,0,0.56,33.7330618,-118.3084871,0.000140603,0.057553333,0,0,0,9,0,9
297110,Los Angeles,San Pedro,Central San Pedro NC,10,1,1,0.19,33.7346618,-118.284187,4.74257E-05,0.027637263,88.264,0,88.264,61,0,61
297120,Los Angeles,San Pedro,Coastal San Pedro NC,0,1,0,0.17,33.7280812,-118.2850961,4.309E-05,0.030500107,21.575,0,21.575,45,0,45
297201,Los Angeles,San Pedro,Coastal San Pedro NC,0,1,0,0.16,33.7249036,-118.2914165,3.92958E-05,0.024887654,4,0,4,27,0,27
297202,Los Angeles,San Pedro,Coastal San Pedro NC,0,0,0,0.22,33.7247349,-118.2990073,5.60102E-05,0.030343241,0,0,0,4,0,4
297300,Los Angeles,San Pedro,Coastal San Pedro NC,0,0,0,0.47,33.7178352,-118.315013,0.000118785,0.057239723,0,0,0,7,0,7
297400,Los Angeles,San Pedro,Coastal San Pedro NC,0,0,0,0.81,33.7208388,-118.3228117,0.000203698,0.065719434,4.591,0,4.591,7,0,7
297500,Los Angeles,San Pedro,Coastal San Pedro NC,0,0,0,0.81,33.7107078,-118.3025064,0.000197764,0.065684174,8.379,0,8.379,4,0,4
297601,Los Angeles,San Pedro,Coastal San Pedro NC,0,0,0,0.29,33.7081194,-118.2857001,7.21514E-05,0.059343926,5.19,0,5.19,5,0,5
297602,Los Angeles,San Pedro,Coastal San Pedro NC,1,0,0,0.24,33.7159024,-118.2903209,6.05067E-05,0.035505479,1.808,0,1.808,0,0,0
530700,Los Angeles,East Los Angeles,California State University - Los Angeles,0,0,0,0.41,34.0592143,-118.183979,#N/A,#N/A,16.681,0,16.681,14,0,14
702901,Los Angeles,Marina del Rey,Marina Del Rey,0,0,0,0.86,33.9815095,-118.4532292,0.00036719,0.079770049,30.598,0,30.598,35,0,35
930401,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,0,0,0,0.54,34.1674127,-118.6298536,0.000135979,0.055944938,2,0,2,5,0,5
980008,Los Angeles,Lake Balboa,Lake Balboa NC,1,0,0,1.3,34.2106318,-118.4906762,0.000329599,0.100545628,4.19,0,4.19,16,0,16
980009,Los Angeles,Los Feliz,Los Feliz NC,4,0,0,8.07,34.1412655,-118.3009695,0.002078845,0.244308399,69.054,0,69.054,46,0,46
980010,Los Angeles,Echo Park,Greater Echo Park Elysian NC,0,0,0,1.45,34.0786561,-118.2393993,0.000374209,0.109044168,1,0,1,10,0,10
980014,Los Angeles,Wilmington,Wilmington NC,3,0,0,2.5,33.7824778,-118.2384201,0.000666897,0.216585969,148.844,0,148.844,220,0,220
980015,Los Angeles,San Pedro,Northwest San Pedro NC,1,0,0,2.04,33.773215,-118.2888293,0.000535187,0.107805679,23.57,0,23.57,21,0,21
980019,Los Angeles,Pacific Palisades,Pacific Palisades Community Council,0,0,0,17.04,34.0874598,-118.5442322,0.004314505,0.461746029,0,0,0,8,0,8
980020,Los Angeles,Foothill Trails,Foothill Trails District NC,0,0,0,3.29,34.2266893,-118.303403,0.000834882,0.192553836,0,0,0,23,0,23
980021,Los Angeles,Pacoima,Pacoima NC,0,0,0,2.46,34.2700342,-118.3812804,0.00067954,0.162454592,62.676,0,62.676,80,0,80
980022,Los Angeles,Granada Hills,Granada Hills North NC,0,0,0,2.08,34.3029687,-118.4803023,0.000615475,0.120552947,0,0,0,0,0,0
980023,Los Angeles,Chatsworth,Chatsworth NC,0,0,0,1.11,34.2367861,-118.6324389,0.000510649,0.123232663,0,0,0,25,0,25
980024,Los Angeles,Lake Balboa,Lake Balboa NC,8,0,0,3.09,34.1803242,-118.4883751,0.000810295,0.143392477,253.647,0,253.647,78,0,78
980026,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,0,0,0,5.35,34.2734829,-118.2633094,0.001360113,0.32109818,0,0,0,13,0,13
980028,Los Angeles,Westchester/Playa Del Rey,Westchester/Playa NC,0,0,0,6.68,33.942108,-118.417488,0.001692465,0.253597022,36.004,0,36.004,24,0,24
980031,Los Angeles,Wilmington,Wilmington NC,2,0,0,4.86,33.7338349,-118.2627271,0.000597467,0.335622847,10.474,0,10.474,24,0,24
