Area.Name,Victim.Age,Victim.Sex,Victim.Descent,latitude,longitude,CRIME DESCRIPTION SHORT,GENERAL DESCRIPTION,Hour,Weekday,Month,DayPartition
NEWTON,35,F,H,34.0357,-118.2485,SIMPLE ASSAULT,ASSAULT,11,2,3,3
CENTRAL,64,M,B,34.0408,-118.2428,AGGRAVATED ASSAULT,ASSAULT,23,3,3,4
RAMPART,50,F,H,34.0652,-118.2492,SIMPLE ASSAULT,ASSAULT,13,3,3,3
RAMPART,56,F,B,34.0413,-118.2742,SIMPLE ASSAULT,ASSAULT,20,3,3,4
HARBOR,26,F,W,33.7756,-118.2621,SIMPLE ASSAULT,ASSAULT,21,3,3,4
77TH STREET,53,F,B,34.0037,-118.3089,SIMPLE ASSAULT,ASSAULT,15,3,3,3
NORTH HOLLYWOOD,23,M,W,34.2012,-118.3681,PETTY THEFT,THEFT,9,3,3,2
RAMPART,99,F,B,34.0624,-118.2813,AGGRAVATED ASSAULT,ASSAULT,4,4,3,2
RAMPART,58,F,B,34.0546,-118.2684,SIMPLE ASSAULT,ASSAULT,9,4,3,2
RAMPART,53,M,O,34.0601,-118.2761,ROBBERY,THEFT,5,4,3,2
HOLLENBECK,52,M,H,34.0689,-118.1878,SIMPLE ASSAULT,ASSAULT,5,4,3,2
VAN NUYS,52,M,B,34.1721,-118.4662,AGGRAVATED ASSAULT,ASSAULT,15,4,3,3
PACIFIC,54,M,B,33.988,-118.4703,AGGRAVATED ASSAULT,ASSAULT,15,4,3,3
PACIFIC,43,F,H,33.9876,-118.4489,SIMPLE ASSAULT,ASSAULT,21,4,3,4
OLYMPIC,27,F,W,34.0654,-118.3066,SIMPLE ASSAULT,ASSAULT,11,4,3,3
SOUTHWEST,28,F,H,34.0064,-118.29,"RAPE, FORCIBLE",SEXUAL ASSAULT,23,4,3,4
CENTRAL,43,M,B,34.0451,-118.27,PETTY THEFT,THEFT,19,5,3,4
HOLLENBECK,25,F,H,34.0517,-118.2178,SIMPLE ASSAULT,ASSAULT,11,5,3,3
PACIFIC,25,M,B,33.9933,-118.4765,PETTY THEFT,THEFT,7,5,3,2
CENTRAL,46,F,B,34.0423,-118.2452,SIMPLE ASSAULT,ASSAULT,22,6,3,4
RAMPART,50,M,H,34.0794,-118.2868,AGGRAVATED ASSAULT,ASSAULT,15,6,3,3
NEWTON,45,F,B,34.0121,-118.274,ARSON,VANDALISM,10,6,3,2
NORTH HOLLYWOOD,23,M,B,34.1649,-118.379,PETTY THEFT,THEFT,3,6,3,1
NORTH HOLLYWOOD,24,M,B,34.2012,-118.416,ORAL COPULATION,SEXUAL ASSAULT,0,6,3,1
FOOTHILL,49,M,W,34.2597,-118.3149,SIMPLE ASSAULT,ASSAULT,21,6,3,4
OLYMPIC,41,M,H,34.0472,-118.3069,ATTEMPTED ROBBERY,THEFT,21,6,3,4
CENTRAL,25,F,W,34.0428,-118.2461,"RAPE, FORCIBLE",SEXUAL ASSAULT,23,7,3,4
RAMPART,59,M,B,34.0777,-118.2903,ROBBERY,THEFT,17,7,3,3
WEST LA,NA,M,X,34.0459,-118.4507,ROBBERY,THEFT,22,7,3,4
NEWTON,28,M,H,33.9994,-118.2499,AGGRAVATED ASSAULT,ASSAULT,23,7,3,4
PACIFIC,44,M,W,34.0015,-118.4562,AGGRAVATED ASSAULT,ASSAULT,11,7,3,3
CENTRAL,45,F,B,34.0449,-118.2415,AGGRAVATED ASSAULT,ASSAULT,10,1,3,2
CENTRAL,71,M,W,34.0464,-118.2402,SIMPLE ASSAULT,ASSAULT,7,1,3,2
RAMPART,43,F,O,34.0836,-118.2941,SIMPLE ASSAULT,ASSAULT,1,1,3,1
RAMPART,21,F,B,34.0729,-118.2757,VANDALISM,VANDALISM,12,1,3,3
HOLLENBECK,59,M,H,34.0282,-118.2147,SIMPLE ASSAULT,ASSAULT,0,1,3,1
WEST LA,53,F,W,34.0465,-118.4484,PETTY THEFT,THEFT,23,1,3,4
NORTHEAST,33,F,H,34.1024,-118.2546,PETTY THEFT,THEFT,15,1,3,3
NEWTON,77,M,B,34.0155,-118.2772,SIMPLE ASSAULT,ASSAULT,7,1,3,2
NEWTON,36,M,H,33.9994,-118.2499,AGGRAVATED ASSAULT,ASSAULT,23,1,3,4
WEST VALLEY,45,F,W,34.1958,-118.5399,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,20,2,3,4
CENTRAL,49,F,B,34.0423,-118.2452,AGGRAVATED ASSAULT,ASSAULT,6,2,3,2
CENTRAL,54,F,B,34.0423,-118.2452,AGGRAVATED ASSAULT,ASSAULT,6,2,3,2
HARBOR,38,M,H,33.7577,-118.2884,SIMPLE ASSAULT,ASSAULT,22,2,3,4
NEWTON,54,F,B,33.9842,-118.2783,AGGRAVATED ASSAULT,ASSAULT,12,2,3,3
NORTH HOLLYWOOD,31,F,B,34.1811,-118.3867,"RAPE, FORCIBLE",SEXUAL ASSAULT,4,2,3,2
NORTH HOLLYWOOD,56,M,H,34.2003,-118.4002,ROBBERY,THEFT,22,2,3,4
RAMPART,36,F,B,34.0413,-118.2742,BURGLARY,THEFT,5,3,3,2
RAMPART,36,M,W,34.0488,-118.2775,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,19,3,3,4
RAMPART,37,F,B,34.0646,-118.263,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,15,3,3,3
WEST VALLEY,35,M,H,34.2214,-118.4749,AGGRAVATED ASSAULT,ASSAULT,3,3,3,1
VAN NUYS,54,M,W,34.1867,-118.4465,AGGRAVATED ASSAULT,ASSAULT,7,4,3,2
NORTHEAST,43,M,H,34.1374,-118.1897,AGGRAVATED ASSAULT,ASSAULT,16,4,3,3
NORTHEAST,50,M,W,34.0982,-118.2871,PETTY THEFT,THEFT,18,4,3,4
77TH STREET,40,F,W,33.989,-118.3352,AGGRAVATED ASSAULT,ASSAULT,16,4,3,3
77TH STREET,NA,F,B,33.9997,-118.2849,SIMPLE ASSAULT,ASSAULT,19,4,3,4
NEWTON,48,M,B,34.0407,-118.2468,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,6,4,3,2
NORTH HOLLYWOOD,52,M,W,34.1284,-118.3568,SEXUAL ASSAULT,SEXUAL ASSAULT,10,4,3,2
WILSHIRE,28,F,W,34.0707,-118.3532,UNAUTHORIZED COMPUTER ACCESS,VANDALISM,0,4,3,1
CENTRAL,24,M,B,34.0428,-118.2461,CRIMINAL HOMICIDE,CRIMINAL HOMICIDE,11,5,3,3
CENTRAL,34,M,W,34.0439,-118.2514,AGGRAVATED ASSAULT,ASSAULT,0,5,3,1
CENTRAL,47,M,B,0,0,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,22,5,3,4
CENTRAL,45,F,B,34.0408,-118.2511,SIMPLE ASSAULT,ASSAULT,21,5,3,4
VAN NUYS,37,M,W,34.1808,-118.4531,AGGRAVATED ASSAULT,ASSAULT,0,5,3,1
NORTHEAST,48,F,W,34.1056,-118.2008,SEXUAL ASSAULT,SEXUAL ASSAULT,4,5,3,2
FOOTHILL,55,F,W,34.2345,-118.3713,AGGRAVATED ASSAULT,ASSAULT,0,5,3,1
DEVONSHIRE,59,M,H,34.2355,-118.558,AGGRAVATED ASSAULT,ASSAULT,17,5,3,3
WEST LA,20,F,W,34.0711,-118.4454,OTHER MISCELLANEOUS CRIME,OTHER MISCELLANEOUS CRIME,2,6,3,1
RAMPART,37,M,O,34.0778,-118.2801,ROBBERY,THEFT,12,6,3,3
NEWTON,27,F,B,34.039,-118.2444,AGGRAVATED ASSAULT,ASSAULT,21,6,3,4
NEWTON,52,F,B,34.039,-118.2444,AGGRAVATED ASSAULT,ASSAULT,21,6,3,4
SOUTHEAST,54,F,B,33.9511,-118.2717,AGGRAVATED ASSAULT,ASSAULT,2,6,3,1
OLYMPIC,39,F,H,34.0508,-118.2877,AGGRAVATED ASSAULT,ASSAULT,13,6,3,3
CENTRAL,57,M,B,34.0446,-118.249,AGGRAVATED ASSAULT,ASSAULT,1,7,3,1
CENTRAL,46,M,B,34.0421,-118.2469,SIMPLE ASSAULT,ASSAULT,2,7,3,1
CENTRAL,38,M,H,34.0467,-118.247,PETTY THEFT,THEFT,20,7,3,4
NORTHEAST,48,M,H,34.095,-118.2275,AGGRAVATED ASSAULT,ASSAULT,16,7,3,3
77TH STREET,42,M,W,34.0019,-118.3002,AGGRAVATED ASSAULT,ASSAULT,21,7,3,4
NEWTON,49,M,B,34.0039,-118.2652,AGGRAVATED ASSAULT,ASSAULT,2,7,3,1
PACIFIC,46,M,W,33.9874,-118.472,AGGRAVATED ASSAULT,ASSAULT,3,7,3,1
OLYMPIC,38,M,H,34.0577,-118.2998,SIMPLE ASSAULT,ASSAULT,23,7,3,4
TOPANGA,50,M,B,34.1727,-118.5709,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,16,7,3,3
CENTRAL,38,F,H,34.048,-118.2577,SIMPLE ASSAULT,ASSAULT,3,1,3,1
CENTRAL,46,F,B,34.0449,-118.2415,SIMPLE ASSAULT,ASSAULT,20,1,3,4
SOUTHWEST,30,M,B,34.0195,-118.3452,CRIMINAL HOMICIDE,CRIMINAL HOMICIDE,1,1,3,1
HOLLENBECK,47,F,H,34.0386,-118.2201,PETTY THEFT,THEFT,20,1,3,4
HARBOR,47,F,H,33.7759,-118.2569,SIMPLE ASSAULT,ASSAULT,5,1,3,2
HOLLYWOOD,28,M,B,34.1016,-118.3417,SIMPLE ASSAULT,ASSAULT,14,1,3,3
NORTHEAST,39,M,W,34.1439,-118.1955,AGGRAVATED ASSAULT,ASSAULT,21,1,3,4
NORTHEAST,35,M,B,34.0961,-118.2072,PETTY THEFT,THEFT,12,1,3,3
77TH STREET,29,F,O,33.9906,-118.3089,SIMPLE ASSAULT,ASSAULT,20,1,3,4
NORTH HOLLYWOOD,24,F,W,34.1649,-118.3965,SIMPLE ASSAULT,ASSAULT,13,1,3,3
MISSION,51,M,H,34.2286,-118.4644,AGGRAVATED ASSAULT,ASSAULT,8,2,3,2
SOUTHEAST,36,M,B,33.9265,-118.2652,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,14,2,3,3
CENTRAL,54,F,W,34.0503,-118.2433,SIMPLE ASSAULT,ASSAULT,3,2,3,1
CENTRAL,17,F,B,34.0488,-118.2518,SIMPLE ASSAULT,ASSAULT,5,2,3,2
CENTRAL,25,F,H,34.0409,-118.2574,SIMPLE ASSAULT,ASSAULT,13,2,3,3
CENTRAL,60,M,H,34.0408,-118.2511,PETTY THEFT,THEFT,10,2,3,2
CENTRAL,37,M,H,34.0381,-118.2511,PETTY THEFT,THEFT,13,2,3,3
CENTRAL,74,F,B,34.0421,-118.2469,PETTY THEFT,THEFT,8,2,3,2
CENTRAL,65,F,B,34.0395,-118.2405,SIMPLE ASSAULT,ASSAULT,22,2,3,4
WEST VALLEY,30,F,W,34.1866,-118.5011,SIMPLE ASSAULT,ASSAULT,6,2,3,2
NORTHEAST,51,M,H,34.1155,-118.1843,AGGRAVATED ASSAULT,ASSAULT,4,2,3,2
77TH STREET,25,F,B,33.9924,-118.2871,PETTY THEFT,THEFT,18,2,3,4
PACIFIC,NA,F,X,33.9471,-118.3772,SIMPLE ASSAULT,ASSAULT,12,2,3,3
RAMPART,27,M,W,34.0601,-118.2761,PETTY THEFT,THEFT,22,3,3,4
WEST VALLEY,25,M,H,34.1763,-118.536,AGGRAVATED ASSAULT,ASSAULT,1,3,3,1
WEST VALLEY,50,F,W,34.184,-118.5011,PETTY THEFT,THEFT,6,3,3,2
FOOTHILL,50,F,W,34.2309,-118.3727,AGGRAVATED ASSAULT,ASSAULT,5,3,3,2
CENTRAL,26,F,W,34.0458,-118.243,SIMPLE ASSAULT,ASSAULT,9,4,3,2
HARBOR,53,M,W,33.7801,-118.2611,SIMPLE ASSAULT,ASSAULT,22,4,3,4
CENTRAL,28,F,B,34.0488,-118.2518,PETTY THEFT,THEFT,3,5,3,1
HARBOR,40,M,W,33.7772,-118.2609,SIMPLE ASSAULT,ASSAULT,14,5,3,3
WILSHIRE,53,M,B,0,0,AGGRAVATED ASSAULT,ASSAULT,17,5,3,3
WEST VALLEY,71,F,W,34.1564,-118.4836,SIMPLE ASSAULT,ASSAULT,1,5,3,1
FOOTHILL,25,M,B,34.2158,-118.3944,GRAND THEFT,THEFT,13,5,3,3
HOLLENBECK,31,F,H,34.04,-118.2013,SIMPLE ASSAULT,ASSAULT,18,6,3,4
HARBOR,90,M,B,33.7827,-118.2223,ROBBERY,THEFT,7,6,3,2
WEST VALLEY,42,F,W,0,0,AGGRAVATED ASSAULT,ASSAULT,20,6,3,4
CENTRAL,60,M,H,34.0407,-118.2468,AGGRAVATED ASSAULT,ASSAULT,6,7,3,2
RAMPART,48,M,B,34.0764,-118.2903,ROBBERY,THEFT,4,7,3,2
HOLLYWOOD,29,M,W,34.1016,-118.3387,ROBBERY,THEFT,19,7,3,4
WEST LA,68,M,W,34.0508,-118.4592,AGGRAVATED ASSAULT,ASSAULT,23,7,3,4
CENTRAL,52,M,B,34.0428,-118.2461,AGGRAVATED ASSAULT,ASSAULT,0,1,3,1
CENTRAL,32,M,B,34.0421,-118.2469,AGGRAVATED ASSAULT,ASSAULT,21,1,3,4
NORTH HOLLYWOOD,47,M,B,34.1504,-118.3703,SIMPLE ASSAULT,ASSAULT,5,1,3,2
NORTH HOLLYWOOD,56,F,W,34.1649,-118.379,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,16,1,3,3
SOUTHWEST,24,M,B,34.0246,-118.3484,SIMPLE ASSAULT,ASSAULT,11,2,3,3
CENTRAL,49,M,B,34.0437,-118.2455,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,5,2,3,2
CENTRAL,29,M,B,34.0417,-118.2443,PETTY THEFT,THEFT,6,2,3,2
CENTRAL,46,M,W,34.0401,-118.2459,PETTY THEFT,THEFT,11,2,3,3
CENTRAL,53,M,B,34.0421,-118.2405,PETTY THEFT,THEFT,1,2,3,1
CENTRAL,49,F,H,34.0437,-118.2455,PETTY THEFT,THEFT,23,2,3,4
SOUTHWEST,16,M,X,34.0046,-118.3138,AGGRAVATED ASSAULT,ASSAULT,14,2,3,3
WEST LA,48,M,B,34.0536,-118.3773,ROBBERY,THEFT,2,2,3,1
VAN NUYS,49,F,W,34.1837,-118.4443,PETTY THEFT,THEFT,13,2,3,3
NORTHEAST,57,F,W,34.1221,-118.2188,"RAPE, FORCIBLE",SEXUAL ASSAULT,16,2,3,3
SOUTHEAST,34,M,H,33.9323,-118.2502,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,15,3,3,3
CENTRAL,60,M,O,34.0437,-118.2617,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,2,3,3,1
CENTRAL,52,M,W,34.0407,-118.2468,SIMPLE ASSAULT,ASSAULT,11,3,3,3
CENTRAL,46,F,H,0,0,ROBBERY,THEFT,17,3,3,3
RAMPART,19,M,W,34.0509,-118.2642,ROBBERY,THEFT,1,3,3,1
NORTHEAST,34,M,W,34.1027,-118.2592,SIMPLE ASSAULT,ASSAULT,13,3,3,3
NORTHEAST,50,F,W,34.1392,-118.213,TRESPASSING,OTHER MISCELLANEOUS CRIME,12,3,3,3
77TH STREET,43,F,H,33.9862,-118.3111,PETTY THEFT,THEFT,15,3,3,3
SOUTHEAST,48,F,B,33.9556,-118.2695,AGGRAVATED ASSAULT,ASSAULT,17,3,3,3
CENTRAL,16,M,A,34.048,-118.2577,OTHER THEFT,THEFT,2,4,3,1
CENTRAL,37,F,W,34.0421,-118.2469,SIMPLE ASSAULT,ASSAULT,13,4,3,3
VAN NUYS,36,M,B,34.1831,-118.4523,SIMPLE ASSAULT,ASSAULT,19,4,3,4
NORTH HOLLYWOOD,26,M,H,34.1722,-118.3921,SIMPLE ASSAULT,ASSAULT,8,4,3,2
NORTH HOLLYWOOD,25,F,H,34.1722,-118.3921,SIMPLE ASSAULT,ASSAULT,8,4,3,2
CENTRAL,54,F,W,34.0423,-118.2452,SIMPLE ASSAULT,ASSAULT,2,5,3,1
CENTRAL,36,M,H,34.0761,-118.2308,AGGRAVATED ASSAULT,ASSAULT,14,5,3,3
CENTRAL,47,F,B,34.0437,-118.2455,GRAND THEFT,THEFT,13,5,3,3
CENTRAL,32,F,W,34.0458,-118.243,PETTY THEFT,THEFT,8,5,3,2
CENTRAL,35,F,B,34.0333,-118.2657,SIMPLE ASSAULT,ASSAULT,10,5,3,2
CENTRAL,35,F,B,34.0333,-118.2657,SIMPLE ASSAULT,ASSAULT,10,5,3,2
CENTRAL,33,M,B,34.0412,-118.2474,SIMPLE ASSAULT,ASSAULT,11,5,3,3
RAMPART,20,M,H,34.0565,-118.2724,ROBBERY,THEFT,1,5,3,1
RAMPART,26,F,B,34.062,-118.2804,"RAPE, FORCIBLE",SEXUAL ASSAULT,7,5,3,2
HOLLENBECK,47,F,H,34.0757,-118.1711,SIMPLE ASSAULT,ASSAULT,2,5,3,1
PACIFIC,26,M,B,0,0,PETTY THEFT,THEFT,11,5,3,3
HOLLENBECK,55,F,H,34.0881,-118.1738,GRAND THEFT,THEFT,12,5,3,3
CENTRAL,58,M,W,34.0502,-118.254,PETTY THEFT,THEFT,12,6,3,3
CENTRAL,50,M,W,34.0442,-118.2439,SIMPLE ASSAULT,ASSAULT,5,6,3,2
CENTRAL,50,M,W,34.0449,-118.2458,SIMPLE ASSAULT,ASSAULT,6,6,3,2
CENTRAL,46,M,W,34.0474,-118.2496,ROBBERY,THEFT,12,6,3,3
RAMPART,47,F,H,34.0523,-118.2722,AGGRAVATED ASSAULT,ASSAULT,10,6,3,2
RAMPART,49,M,O,34.0557,-118.2645,AGGRAVATED ASSAULT,ASSAULT,17,6,3,3
WEST LA,53,M,W,34.0402,-118.4629,SIMPLE ASSAULT,ASSAULT,6,6,3,2
NEWTON,39,M,B,34.0126,-118.278,SIMPLE ASSAULT,ASSAULT,17,6,3,3
NORTH HOLLYWOOD,24,F,H,34.1867,-118.3997,SEXUAL ASSAULT,SEXUAL ASSAULT,21,6,3,4
DEVONSHIRE,42,F,H,34.2299,-118.5536,SIMPLE ASSAULT,ASSAULT,22,6,3,4
CENTRAL,56,F,B,34.0403,-118.2421,AGGRAVATED ASSAULT,ASSAULT,20,7,4,4
CENTRAL,43,M,H,34.0563,-118.2374,AGGRAVATED ASSAULT,ASSAULT,6,7,4,2
CENTRAL,58,M,B,34.0453,-118.2443,PETTY THEFT,THEFT,8,7,4,2
CENTRAL,34,F,B,34.0363,-118.2677,SIMPLE ASSAULT,ASSAULT,12,7,4,3
CENTRAL,50,M,B,34.0428,-118.2461,AGGRAVATED ASSAULT,ASSAULT,15,7,4,3
CENTRAL,40,F,H,34.0442,-118.2439,SIMPLE ASSAULT,ASSAULT,12,7,4,3
RAMPART,32,F,W,34.08,-118.2881,ROBBERY,THEFT,8,7,4,2
RAMPART,27,M,H,34.0601,-118.2761,AGGRAVATED ASSAULT,ASSAULT,13,7,4,3
NEWTON,37,M,H,34.0297,-118.2367,AGGRAVATED ASSAULT,ASSAULT,4,7,4,2
CENTRAL,53,F,B,34.0463,-118.255,SIMPLE ASSAULT,ASSAULT,1,1,4,1
CENTRAL,46,M,W,34.0419,-118.2485,PETTY THEFT,THEFT,0,1,4,1
CENTRAL,38,M,W,34.0437,-118.2455,SIMPLE ASSAULT,ASSAULT,1,1,4,1
CENTRAL,26,F,B,34.0359,-118.2344,AGGRAVATED ASSAULT,ASSAULT,15,1,4,3
RAMPART,56,F,B,34.0413,-118.2742,SIMPLE ASSAULT,ASSAULT,21,1,4,4
RAMPART,23,F,B,34.0531,-118.2738,SIMPLE ASSAULT,ASSAULT,18,1,4,4
SOUTHWEST,42,M,B,34.0073,-118.3002,AGGRAVATED ASSAULT,ASSAULT,12,1,4,3
WEST VALLEY,54,M,W,34.1722,-118.522,PETTY THEFT,THEFT,16,2,4,3
RAMPART,22,M,H,34.0759,-118.2553,SIMPLE ASSAULT,ASSAULT,19,2,4,4
HOLLENBECK,32,F,H,34.0578,-118.2102,SIMPLE ASSAULT,ASSAULT,3,2,4,1
VAN NUYS,33,M,H,34.1817,-118.4465,PETTY THEFT,THEFT,12,2,4,3
77TH STREET,52,F,B,33.9814,-118.3089,AGGRAVATED ASSAULT,ASSAULT,22,2,4,4
NEWTON,42,M,H,34.0126,-118.278,ROBBERY,THEFT,3,2,4,1
FOOTHILL,36,M,H,34.2252,-118.3805,ROBBERY,THEFT,4,2,4,2
FOOTHILL,31,M,B,34.2799,-118.4032,AGGRAVATED ASSAULT,ASSAULT,8,2,4,2
FOOTHILL,34,M,B,34.2799,-118.4032,AGGRAVATED ASSAULT,ASSAULT,8,2,4,2
FOOTHILL,57,F,W,34.2247,-118.3686,"RAPE, FORCIBLE",SEXUAL ASSAULT,2,2,4,1
FOOTHILL,70,M,B,34.2737,-118.4117,SIMPLE ASSAULT,ASSAULT,13,2,4,3
DEVONSHIRE,70,M,W,34.2575,-118.5023,OTHER THEFT,THEFT,10,2,4,2
SOUTHEAST,39,M,B,33.9348,-118.2473,ROBBERY,THEFT,16,2,4,3
CENTRAL,34,M,B,34.0435,-118.2471,ROBBERY,THEFT,20,3,4,4
HOLLENBECK,74,M,H,34.0216,-118.2048,OTHER MISCELLANEOUS CRIME,OTHER MISCELLANEOUS CRIME,17,3,4,3
HARBOR,44,F,W,33.727,-118.2946,SIMPLE ASSAULT,ASSAULT,7,3,4,2
WEST LA,34,M,W,34.0536,-118.4655,OTHER THEFT,THEFT,22,3,4,4
WEST LA,NA,M,H,34.034,-118.4344,AGGRAVATED ASSAULT,ASSAULT,19,3,4,4
77TH STREET,28,F,B,33.9591,-118.309,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,19,3,4,4
PACIFIC,30,M,W,33.9798,-118.4656,AGGRAVATED ASSAULT,ASSAULT,1,3,4,1
DEVONSHIRE,58,M,W,34.2428,-118.5754,AGGRAVATED ASSAULT,ASSAULT,23,3,4,4
OLYMPIC,32,M,H,34.0674,-118.2929,AGGRAVATED ASSAULT,ASSAULT,21,3,4,4
OLYMPIC,40,F,A,34.0577,-118.2971,OTHER MISCELLANEOUS CRIME,OTHER MISCELLANEOUS CRIME,20,4,4,4
CENTRAL,19,F,B,34.0435,-118.2471,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,21,4,4,4
SOUTHWEST,64,M,B,34.0121,-118.3423,ROBBERY,THEFT,13,4,4,3
SOUTHWEST,50,M,H,34.0073,-118.298,AGGRAVATED ASSAULT,ASSAULT,10,4,4,2
FOOTHILL,55,M,B,34.2685,-118.4152,ROBBERY,THEFT,12,4,4,3
FOOTHILL,20,M,H,34.2225,-118.3764,AGGRAVATED ASSAULT,ASSAULT,23,4,4,4
CENTRAL,42,F,H,34.0439,-118.2479,AGGRAVATED ASSAULT,ASSAULT,8,5,4,2
WEST VALLEY,50,F,W,34.1722,-118.5011,SIMPLE ASSAULT,ASSAULT,19,5,4,4
CENTRAL,38,F,W,34.0324,-118.2675,AGGRAVATED ASSAULT,ASSAULT,19,5,4,4
NORTH HOLLYWOOD,47,M,W,34.1577,-118.3771,AGGRAVATED ASSAULT,ASSAULT,6,5,4,2
DEVONSHIRE,56,F,W,0,0,SIMPLE ASSAULT,ASSAULT,14,5,4,3
NORTH HOLLYWOOD,35,M,H,34.174,-118.4095,ROBBERY,THEFT,13,6,4,3
CENTRAL,49,M,B,34.0423,-118.2452,AGGRAVATED ASSAULT,ASSAULT,12,6,4,3
PACIFIC,39,M,B,33.9933,-118.4765,AGGRAVATED ASSAULT,ASSAULT,21,6,4,4
HARBOR,61,M,W,33.7799,-118.2637,AGGRAVATED ASSAULT,ASSAULT,8,6,4,2
RAMPART,35,F,B,34.0565,-118.2768,"RAPE, FORCIBLE",SEXUAL ASSAULT,15,6,4,3
CENTRAL,84,M,A,34.0544,-118.2466,AGGRAVATED ASSAULT,ASSAULT,0,7,4,1
RAMPART,56,F,B,34.0413,-118.2742,AGGRAVATED ASSAULT,ASSAULT,17,7,4,3
WILSHIRE,48,M,B,34.0835,-118.3416,AGGRAVATED ASSAULT,ASSAULT,16,7,4,3
77TH STREET,27,F,H,33.9632,-118.2827,AGGRAVATED ASSAULT,ASSAULT,5,7,4,2
PACIFIC,51,M,W,33.9873,-118.4652,GRAND THEFT,THEFT,14,7,4,3
DEVONSHIRE,25,F,A,34.2318,-118.5798,SIMPLE ASSAULT,ASSAULT,19,7,4,4
TOPANGA,27,M,W,34.1694,-118.5974,AGGRAVATED ASSAULT,ASSAULT,8,7,4,2
CENTRAL,50,M,B,34.0408,-118.2428,SIMPLE ASSAULT,ASSAULT,9,1,4,2
RAMPART,51,M,H,34.0764,-118.2894,ROBBERY,THEFT,23,1,4,4
NEWTON,23,F,H,34.021,-118.2712,SIMPLE ASSAULT,ASSAULT,8,1,4,2
TOPANGA,55,M,W,0,0,AGGRAVATED ASSAULT,ASSAULT,13,1,4,3
TOPANGA,55,M,W,34.1894,-118.6604,PETTY THEFT,THEFT,13,1,4,3
WEST VALLEY,43,F,B,34.2208,-118.5317,"RAPE, FORCIBLE",SEXUAL ASSAULT,12,2,4,3
CENTRAL,56,M,B,34.0421,-118.2469,SIMPLE ASSAULT,ASSAULT,3,2,4,1
SOUTHWEST,19,F,B,34.0273,-118.3024,SIMPLE ASSAULT,ASSAULT,13,2,4,3
SOUTHWEST,26,F,B,34.0255,-118.3548,SIMPLE ASSAULT,ASSAULT,21,2,4,4
NORTHEAST,32,F,H,34.0882,-118.225,SIMPLE ASSAULT,ASSAULT,22,2,4,4
77TH STREET,39,F,B,34.0011,-118.2815,ROBBERY,THEFT,22,2,4,4
NORTH HOLLYWOOD,29,F,H,34.1794,-118.3821,AGGRAVATED ASSAULT,ASSAULT,16,2,4,3
CENTRAL,25,F,H,34.0565,-118.2411,AGGRAVATED ASSAULT,ASSAULT,12,3,4,3
CENTRAL,78,M,B,34.0421,-118.2469,PETTY THEFT,THEFT,22,3,4,4
CENTRAL,49,F,B,34.0416,-118.244,SEXUAL ASSAULT,SEXUAL ASSAULT,4,3,4,2
RAMPART,30,M,W,34.0857,-118.2917,OTHER THEFT,THEFT,15,3,4,3
NEWTON,34,M,H,0,0,AGGRAVATED ASSAULT,ASSAULT,19,3,4,4
NORTH HOLLYWOOD,29,F,H,34.194,-118.3746,ROBBERY,THEFT,13,3,4,3
FOOTHILL,35,F,H,34.2648,-118.4385,AGGRAVATED ASSAULT,ASSAULT,21,3,4,4
HARBOR,27,F,W,33.7243,-118.2963,AGGRAVATED ASSAULT,ASSAULT,5,4,4,2
CENTRAL,62,M,B,34.0408,-118.2428,PETTY THEFT,THEFT,0,4,4,1
RAMPART,38,F,W,0,0,SIMPLE ASSAULT,ASSAULT,15,4,4,3
HOLLENBECK,59,F,H,0,0,SIMPLE ASSAULT,ASSAULT,13,4,4,3
HARBOR,48,F,H,33.727,-118.288,SIMPLE ASSAULT,ASSAULT,19,4,4,4
VAN NUYS,42,M,H,34.2142,-118.4661,ROBBERY,THEFT,17,4,4,3
VAN NUYS,59,F,H,34.181,-118.4465,PETTY THEFT,THEFT,14,4,4,3
WEST VALLEY,52,F,W,34.1814,-118.4836,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,17,4,4,3
77TH STREET,56,M,B,33.9992,-118.2827,AGGRAVATED ASSAULT,ASSAULT,0,4,4,1
NEWTON,41,F,W,34.0235,-118.2448,AGGRAVATED ASSAULT,ASSAULT,3,4,4,1
NEWTON,42,M,W,34.0155,-118.2772,SIMPLE ASSAULT,ASSAULT,7,4,4,2
NORTH HOLLYWOOD,37,F,H,34.1649,-118.379,SIMPLE ASSAULT,ASSAULT,17,4,4,3
