"","tract","X","Year","City","LACity","Community_Name","Detailed_Name","SPA","SD","CD","ca_ssd","ca_sad","us_cd","DemogSurvCt","YouthSurvCt","SheltHmisCt","ShelterCountAny","StreetCountAny","totStreetSingAdult","totStreetFamHH","totStreetFamMem","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","FamCarHH","FamVanHH","FamCamperHH","FamTentHH","FamEncampHH","FamCarPeople","FamVanPeople","FamCamperPeople","FamTentPeople","FamEncampPeople","IndCarPeople","IndVanPeople","IndCamperPeople","IndTentPeople","IndEncampPeople","totYouthFamHH","totESAdultSingAdult","totESAdultFamHH","totESAdultFamMem","totESYouthSingYouth","totESYouthFamHH","totESYouthFamMem","totESYouthUnaccYouth","totTHAdultSingAdult","totTHAdultFamHH","totTHAdultFamMem","totTHYouthSingYouth","totTHYouthFamHH","totTHYouthFamMem","totTHYouthUnaccYouth","totSHAdultSingAdult","totSHAdultFamHH","totSHAdultFamMem","totSHYouthSingYouth","totSHYouthFamHH","totSHYouthFamMem","totSHYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople","call_counts","crime_counts","shelter_counts","Area.in.square.miles...Land.area","density","lat","long","Population","Housing.units","Total.Square.Miles","Water.Area","Land.Area","Population.Density","Housing.Density"
"547",208000,547,2017,"Los Angeles",1,"Echo Park","Greater Echo Park Elysian NC",4,1,1,24,51,34,6,0,0,0,1,5,0,0,0,2,0,9,2,0,3.616,0,15.325,3.851,0,0.043,0,0.051,0.011,0,0.15,0,0.193,0.041,0,3.466,0,15.132,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.792,0,0,0,0,27.792,7,0,0,0.37,75.11351351,34.0625684,-118.2560631,"6893","2444",0.37,0,0.37,"18,382.80","6,517.80"
"548",208301,548,2017,"Los Angeles",1,"Westlake","Westlake North NC",4,1,13,24,51,34,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.808,0,0,0,0,0.022,0,0,0,0,0.075,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.808,0,0,0,0,2.808,0,0,0,0.04,70.2,34.0619781,-118.2658492,"2201","527",0.04,0,0.04,"61,328.70","14,684.30"
"549",208302,549,2017,"Los Angeles",1,"Westlake","Westlake North NC",4,1,13,24,51,34,0,0,69,1,1,0,0,0,1,0,1,0,0,1.591,0,2.095,0,0,0.051,0,0.032,0,0,0.151,0,0.111,0,0,1.439,0,1.984,0,0,0,20,0,0,1,0,0,0,29,20,46,0,0,0,0,0,0,0,0,0,0,0,3.686,21,75,0,96,99.686,0,0,2,0.17,586.3882353,34.0634788,-118.2624816,"4360","1547",0.17,0,0.17,"25,666.20","9,106.80"
"550",208401,550,2017,"Los Angeles",1,"Echo Park","Greater Echo Park Elysian NC",4,1,13,24,51,34,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1.703,1.926,0,0,0,0.006,0.006,0,0,0,0.021,0.021,0,0,0,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.629,0,0,0,0,5.629,2,0,0,0.09,62.54444444,34.0637659,-118.2691298,"3770","1446",0.09,0,0.09,"42,512.40","16,305.80"
"551",208402,551,2017,"Los Angeles",1,"Echo Park","Greater Echo Park Elysian NC",4,1,13,24,51,34,6,0,0,0,1,6,0,0,1,4,6,4,5,1.591,7.232,12.569,6.811,9.628,0.051,0.087,0.19,0.023,0.028,0.151,0.3,0.667,0.086,0.103,1.439,6.933,11.902,6.725,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.831,0,0,0,0,43.831,2,0,0,0.13,337.1615385,34.0683668,-118.266009,"2775","821",0.13,0,0.13,"21,065.00","6,232.20"
"552",208501,552,2017,"Los Angeles",1,"Echo Park","Greater Echo Park Elysian NC",4,1,13,24,51,34,0,0,0,0,1,3,0,0,0,1,3,3,6,0,1.808,6.285,5.108,11.553,0,0.022,0.095,0.017,0.034,0,0.075,0.334,0.064,0.124,0,1.733,5.951,5.044,11.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.754,0,0,0,0,27.754,0,1,1,0.09,308.3777778,34.0695316,-118.2719463,"2656","894",0.09,0,0.09,"28,283.20","9,520.00"
"553",208502,553,2017,"Los Angeles",1,"Echo Park","Greater Echo Park Elysian NC",4,1,13,24,51,34,0,2,0,0,1,2,0,0,4,5,0,1,0,6.363,9.041,0,1.703,0,0.205,0.109,0,0.006,0,0.606,0.375,0,0.021,0,5.757,8.666,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.107,0,0,0,0,19.107,0,0,1,0.1,191.07,34.066049,-118.2741645,"3571","1295",0.1,0,0.1,"35,430.40","12,848.60"
"554",208610,554,2017,"Los Angeles",1,"Rampart Village","Rampart Village NC",4,1,13,24,51,34,0,4,6,0,1,6,0,0,0,0,5,2,1,0,0,10.474,3.406,1.926,0,0,0.158,0.011,0.006,0,0,0.556,0.043,0.021,0,0,9.918,3.363,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.806,0,0,0,0,21.806,4,0,0,0.14,155.7571429,34.072159,-118.2817725,"4195","1490",0.14,0,0.14,"31,030.70","11,021.60"
"555",208620,555,2017,"Los Angeles",1,"Rampart Village","Rampart Village NC",4,1,13,24,51,34,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,4.19,1.703,1.926,0,0,0.063,0.006,0.006,0,0,0.222,0.021,0.021,0,0,3.967,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.819,0,0,0,0,8.819,1,0,0,0.13,67.83846154,34.069709,-118.2779829,"4660","1811",0.13,0,0.13,"37,213.50","14,462.20"
"556",208710,556,2017,"Los Angeles",1,"Rampart Village","Rampart Village NC",4,2,1,24,53,34,0,0,0,0,1,2,0,0,0,1,0,1,2,0,1.808,0,1.703,3.851,0,0.022,0,0.006,0.011,0,0.075,0,0.021,0.041,0,1.733,0,1.681,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.362,0,0,0,0,9.362,1,0,0,0.07,133.7428571,34.0657276,-118.2825413,"4309","2009",0.07,0,0.07,"65,501.00","30,538.80"
"557",208720,557,2017,"Los Angeles",1,"Westlake","MacArthur Park NC",4,2,1,24,53,34,0,0,0,1,1,15,0,0,3,2,0,0,1,4.772,3.616,0,0,1.926,0.154,0.043,0,0,0.006,0.454,0.15,0,0,0.021,4.318,3.466,0,0,1.905,0,0,65,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.314,186,0,0,186,211.314,1,0,0,0.06,3521.9,34.0627628,-118.2811045,"4179","1593",0.06,0,0.06,"65,702.50","25,045.20"
"558",208801,558,2017,"Los Angeles",1,"Westlake","MacArthur Park NC",4,1,1,24,53,34,0,6,0,0,1,70,1,9,1,3,1,47,50,1.591,5.424,2.095,80.031,96.275,0.051,0.065,0.032,0.268,0.28,0.151,0.225,0.111,1.01,1.031,1.439,5.199,1.984,79.021,95.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.416,0,0,0,0,264.416,3,3,0,0.09,2937.955556,34.059675,-118.2770843,"2995","1322",0.1,0.01,0.09,"33,115.00","14,617.00"
"559",208802,559,2017,"Los Angeles",1,"Westlake","MacArthur Park NC",4,1,1,24,53,34,4,0,0,0,1,3,0,0,0,1,0,1,3,0,1.808,0,1.703,5.777,0,0.022,0,0.006,0.017,0,0.075,0,0.021,0.062,0,1.733,0,1.681,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.288,0,0,0,0,12.288,2,0,0,0.08,153.6,34.0621454,-118.2786688,"2906","1473",0.08,0,0.08,"35,587.20","18,038.50"
"560",208902,560,2017,"Los Angeles",1,"Westlake","Westlake South NC",4,1,1,24,53,34,0,0,0,0,1,7,0,0,1,1,0,1,1,1.591,1.808,0,1.703,1.926,0.051,0.022,0,0.006,0.006,0.151,0.075,0,0.021,0.021,1.439,1.733,0,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.028,0,0,0,0,14.028,0,0,0,0.07,200.4,34.0564462,-118.2723721,"2339","646",0.07,0,0.07,"32,915.40","9,090.80"
"561",208903,561,2017,"Los Angeles",1,"Westlake","Westlake South NC",4,1,1,24,53,34,4,0,0,1,1,27,0,0,0,0,1,0,3,0,0,2.095,0,5.777,0,0,0.032,0,0.017,0,0,0.111,0,0.062,0,0,1.984,0,5.715,0,0,0,0,0,0,0,8,150,0,0,10,0,0,0,0,0,0,0,0,0,0,34.872,8,160,0,168,202.872,2,1,1,0.06,3381.2,34.0597996,-118.2733596,"4019","1353",0.06,0,0.06,"65,347.60","21,999.30"
"562",208904,562,2017,"Los Angeles",1,"Westlake","Westlake North NC",4,1,1,24,53,34,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0.04,150,34.0595681,-118.2700929,"3926","1298",0.04,0,0.04,"90,703.30","29,988.00"
"563",209102,563,2017,"Los Angeles",1,"Westlake","Westlake South NC",4,1,1,24,53,34,9,0,55,1,1,18,0,0,1,2,1,0,2,1.591,3.616,2.095,0,3.851,0.051,0.043,0.032,0,0.011,0.151,0.15,0.111,0,0.041,1.439,3.466,1.984,0,3.81,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29.153,0,29,0,29,58.153,0,0,0,0.12,484.6083333,34.0551862,-118.2675212,"5267","2016",0.12,0,0.12,"44,748.40","17,127.90"
"564",209103,564,2017,"Los Angeles",1,"Westlake","Westlake North NC",4,1,1,24,53,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.05,20,34.05711,-118.2640302,"3216","991",0.05,0,0.05,"67,164.50","20,696.50"
"565",209104,565,2017,"Los Angeles",1,"Westlake","Westlake North NC",4,1,1,24,53,34,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.808,0,0,0,0,0.022,0,0,0,0,0.075,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,6,30,60,4,14,28,0,0,0,0,0,0,0,0,1.808,0,98,0,98,99.808,0,0,1,0.03,3326.933333,34.0591782,-118.2663761,"2434","930",0.03,0,0.03,"90,111.60","34,430.50"
"566",209200,566,2017,"Los Angeles",1,"Downtown Los Angeles","Downtown Los Angeles NC",4,1,1,24,53,34,0,0,0,0,1,4,0,0,0,0,0,16,0,0,0,0,27.245,0,0,0,0,0.091,0,0,0,0,0.344,0,0,0,0,26.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.245,0,0,0,0,31.245,2,0,0,0.16,195.28125,34.0542091,-118.2610818,"2785","1558",0.16,0,0.16,"17,541.70","9,813.30"
"567",209300,567,2017,"Los Angeles",1,"Westlake","Westlake South NC",4,1,1,24,53,34,0,2,0,0,1,7,0,0,1,1,3,12,7,1.591,1.808,6.285,20.433,13.479,0.051,0.022,0.095,0.068,0.039,0.151,0.075,0.334,0.258,0.144,1.439,1.733,5.951,20.175,13.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.596,0,0,0,0,50.596,3,0,0,0.12,421.6333333,34.05073,-118.2683015,"5021","2210",0.12,0,0.12,"42,454.10","18,686.20"
"568",209401,568,2017,"Los Angeles",1,"Westlake","MacArthur Park NC",4,1,1,24,53,34,0,0,0,0,1,11,0,0,3,2,0,5,10,4.772,3.616,0,8.514,19.255,0.154,0.043,0,0.029,0.056,0.454,0.15,0,0.107,0.206,4.318,3.466,0,8.406,19.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.157,0,0,0,0,47.157,4,0,1,0.08,589.4625,34.0567212,-118.2815247,"3914","1467",0.08,0,0.08,"47,004.90","17,617.80"
"569",209402,569,2017,"Los Angeles",1,"Westlake","Westlake South NC",4,1,1,24,53,34,3,0,0,0,1,16,1,4,1,0,0,1,1,1.591,0,0,1.703,1.926,0.051,0,0,0.006,0.006,0.151,0,0,0.021,0.021,1.439,0,0,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22,0,0,0,0,25.22,0,0,0,0.05,504.4,34.0546619,-118.277221,"3728","1298",0.05,0,0.05,"70,874.20","24,676.70"
"570",209403,570,2017,"Los Angeles",1,"Westlake","Westlake South NC",4,1,1,24,53,34,0,0,0,0,1,5,0,0,0,1,1,1,3,0,1.808,2.095,1.703,5.777,0,0.022,0.032,0.006,0.017,0,0.075,0.111,0.021,0.062,0,1.733,1.984,1.681,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.383,0,0,0,0,16.383,0,0,0,0.05,327.66,34.0531328,-118.2738446,"3600","1332",0.05,0,0.05,"67,467.60","24,963.00"
"571",209510,571,2017,"Los Angeles",1,"Westlake","MacArthur Park NC",4,1,1,24,53,34,3,1,0,0,1,6,1,7,2,0,4,2,3,3.181,0,8.379,3.406,5.777,0.102,0,0.127,0.011,0.017,0.303,0,0.445,0.043,0.062,2.878,0,7.935,3.363,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.743,0,0,0,0,33.743,1,0,0,0.07,482.0428571,34.0529626,-118.2819584,"2692","1065",0.07,0,0.07,"38,207.90","15,115.70"
"572",209520,572,2017,"Los Angeles",1,"Westlake","Westlake South NC",4,1,1,24,53,34,9,0,0,0,1,9,0,0,2,6,4,2,5,3.181,10.849,8.379,3.406,9.628,0.102,0.13,0.127,0.011,0.028,0.303,0.45,0.445,0.043,0.103,2.878,10.399,7.935,3.363,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.443,0,0,0,0,44.443,1,1,0,0.09,493.8111111,34.0505519,-118.2769503,"2791","1007",0.09,0,0.09,"31,269.50","11,282.10"
"573",209810,573,2017,"Los Angeles",1,"Pico Union","Pico Union NC",4,1,1,24,53,34,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3.851,0,0,0,0,0.011,0,0,0,0,0.041,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851,0,0,0,0,4.851,0,0,0,0.06,80.85,34.0491173,-118.2823449,"2472","770",0.06,0,0.06,"42,731.70","13,310.40"
"574",209820,574,2017,"Los Angeles",1,"Pico Union","Pico Union NC",4,1,1,24,53,34,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926,0,0,0,0,1.926,0,0,0,0.07,27.51428571,34.0472132,-118.2782548,"2968","885",0.07,0,0.07,"42,919.00","12,797.60"
"575",210010,575,2017,"Los Angeles",1,"Pico Union","Pico Union NC",4,1,1,24,53,34,11,0,0,0,1,11,0,0,0,0,3,5,5,0,0,6.285,8.514,9.628,0,0,0.095,0.029,0.028,0,0,0.334,0.107,0.103,0,0,5.951,8.406,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.427,0,0,0,0,35.427,4,1,0,0.16,221.41875,34.046851,-118.2723121,"3520","1260",0.16,0,0.16,"22,311.20","7,986.40"
"576",211000,576,2017,"Los Angeles",1,"Miracle Mile","Greater Wilshire NC",4,3,4,26,50,33,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,5.777,0,0,0,0,0.017,0,0,0,0,0.062,0,0,0,0,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.777,0,0,0,0,8.777,0,0,0,1.03,8.521359223,34.0677859,-118.3317418,"4431","1763",1.03,0,1.03,"4,319.60","1,718.70"
"577",211120,577,2017,"Los Angeles",1,"Rampart Village","Rampart Village NC",4,2,13,24,53,34,7,0,0,0,1,31,0,0,1,1,1,3,4,1.591,1.808,2.095,5.108,7.702,0.051,0.022,0.032,0.017,0.022,0.151,0.075,0.111,0.064,0.083,1.439,1.733,1.984,5.044,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.304,0,0,0,0,49.304,5,1,0,0.22,224.1090909,34.0652365,-118.2877775,"5194","2640",0.22,0,0.22,"23,722.30","12,057.60"
"578",211121,578,2017,"Los Angeles",1,"Rampart Village","Rampart Village NC",4,2,13,24,53,34,0,0,0,0,1,7,0,0,1,1,0,2,10,1.591,1.808,0,3.406,19.255,0.051,0.022,0,0.011,0.056,0.151,0.075,0,0.043,0.206,1.439,1.733,0,3.363,19.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.06,0,0,0,0,33.06,7,0,0,0.08,413.25,34.0730101,-118.2854106,"2351","1005",0.08,0,0.08,"28,463.30","12,167.40"
"579",211122,579,2017,"Los Angeles",1,"Rampart Village","Rampart Village NC",4,2,13,24,53,34,16,0,0,0,1,17,0,0,8,8,1,8,6,12.725,14.465,2.095,13.622,11.553,0.41,0.174,0.032,0.046,0.034,1.212,0.6,0.111,0.172,0.124,11.514,13.865,1.984,13.45,11.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.46,0,0,0,0,71.46,11,0,0,0.14,510.4285714,34.0726794,-118.2892234,"3075","1370",0.14,0,0.14,"21,786.80","9,706.60"
"580",211201,580,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926,0,0,0,0,1.926,0,0,0,0.05,38.52,34.0745294,-118.2984693,"2645","950",0.05,0,0.05,"49,153.80","17,654.50"
"581",211202,581,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,34,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.926,0,0,0,0,2.926,1,1,0,0.07,41.8,34.0745209,-118.294113,"2645","997",0.07,0,0.07,"38,235.00","14,412.20"
"582",211310,582,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,34,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,34.0709091,-118.298493,"3846","1348",0.06,0,0.06,"69,198.80","24,253.80"
"583",211320,583,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,13,24,53,34,0,0,0,0,1,2,0,0,1,0,1,0,1,1.591,0,2.095,0,1.926,0.051,0,0.032,0,0.006,0.151,0,0.111,0,0.021,1.439,0,1.984,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.612,0,0,0,0,7.612,12,0,0,0.07,108.7428571,34.0708715,-118.2941394,"3184","1306",0.07,0,0.07,"44,271.40","18,159.10"
"584",211410,584,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,3.406,3.851,0,0,0,0.011,0.011,0,0,0,0.043,0.041,0,0,0,3.363,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.257,0,0,0,0,8.257,13,0,0,0.1,82.57,34.0726142,-118.3073155,"3095","1241",0.1,0,0.1,"29,602.00","11,869.50"
"585",211420,585,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926,0,0,0,0,1.926,0,0,0,0.15,12.84,34.0726364,-118.3029424,"3859","1402",0.15,0,0.15,"26,227.80","9,528.70"
"586",211500,586,2017,"Los Angeles",1,"Miracle Mile","Greater Wilshire NC",4,3,4,24,53,34,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,1.703,5.777,0,0,0,0.006,0.017,0,0,0,0.021,0.062,0,0,0,1.681,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48,0,0,0,0,9.48,1,0,0,0.35,27.08571429,34.0724565,-118.3152596,"4355","1868",0.35,0,0.35,"12,408.10","5,322.20"
"587",211701,587,2017,"Los Angeles",1,"Miracle Mile","Greater Wilshire NC",4,3,4,24,53,34,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.926,0,0,0,0,2.926,3,0,0,0.25,11.704,34.0653405,-118.3184531,"2827","1235",0.25,0,0.25,"11,238.20","4,909.50"
"588",211703,588,2017,"Los Angeles",1,"Miracle Mile","Greater Wilshire NC",4,2,4,24,53,34,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,5.777,0,0,0,0,0.017,0,0,0,0,0.062,0,0,0,0,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.777,0,0,0,0,7.777,0,0,0,0.07,111.1,34.0671467,-118.311582,"4750","2113",0.07,0,0.07,"66,821.50","29,725.00"
"589",211704,589,2017,"Los Angeles",1,"Miracle Mile","Greater Wilshire NC",4,2,10,24,53,34,0,0,0,0,1,5,0,0,0,0,0,1,1,0,0,0,1.703,1.926,0,0,0,0.006,0.006,0,0,0,0.021,0.021,0,0,0,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.629,0,0,0,0,8.629,1,0,0,0.07,123.2714286,34.0635115,-118.3115783,"3016","1798",0.07,0,0.07,"42,236.40","25,179.40"
"590",211802,590,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,10,0,0,3,4,0,11,0,4.772,7.232,0,18.731,0,0.154,0.087,0,0.063,0,0.454,0.3,0,0.236,0,4.318,6.933,0,18.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.735,0,0,0,0,40.735,7,1,0,0.13,313.3461538,34.0635374,-118.3047254,"4192","2361",0.13,0,0.13,"33,364.20","18,791.20"
"591",211803,591,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,0,0,0,3,1,0,0,0,4.772,1.808,0,0,0,0.154,0.022,0,0,0,0.454,0.075,0,0,0,4.318,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,6.58,1,0,0,0.05,131.6,34.067188,-118.3022323,"3529","1727",0.05,0,0.05,"65,507.00","32,057.40"
"592",211804,592,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,6,0,0,1,0,0,1,2,1.591,0,0,1.703,3.851,0.051,0,0,0.006,0.011,0.151,0,0,0.021,0.041,1.439,0,0,1.681,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.145,0,0,0,0,13.145,2,0,0,0.07,187.7857143,34.0671619,-118.3066067,"3221","1434",0.07,0,0.07,"44,861.50","19,972.50"
"593",211910,593,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.703,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,2.703,4,0,0,0.05,54.06,34.0672078,-118.2985036,"4657","1900",0.05,0,0.05,"87,424.30","35,668.00"
"594",211921,594,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,9,0,0,1,5,0,2,0,1.591,9.041,0,3.406,0,0.051,0.109,0,0.011,0,0.151,0.375,0,0.043,0,1.439,8.666,0,3.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.038,0,0,0,0,23.038,3,0,0,0.04,575.95,34.067232,-118.292902,"2474","1109",0.04,0,0.04,"69,148.30","30,996.60"
"595",211922,595,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.808,0,1.703,0,0,0.022,0,0.006,0,0,0.075,0,0.021,0,0,1.733,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.511,0,0,0,0,3.511,1,0,0,0.04,87.775,34.0672221,-118.2953981,"3389","1433",0.04,0,0.04,"94,490.10","39,954.10"
"596",212101,596,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.926,0,0,0,0,10.926,2,0,0,0.07,156.0857143,34.0635956,-118.2941415,"2507","1283",0.07,0,0.07,"34,950.50","17,886.50"
"597",212102,597,2017,"Los Angeles",1,"Wilshire Center-Koreatown","Wilshire Center-Koreatown NC",4,2,10,24,53,34,0,0,0,0,1,2,0,0,1,0,0,2,0,1.591,0,0,3.406,0,0.051,0,0,0.011,0,0.151,0,0,0.043,0,1.439,0,0,3.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.997,0,0,0,0,6.997,4,1,0,0.05,139.94,34.0635726,-118.2984976,"2446","1387",0.05,0,0.05,"45,690.10","25,908.50"
