"","tract","X","Year","City","LACity","Community_Name","Detailed_Name","SPA","SD","CD","ca_ssd","ca_sad","us_cd","DemogSurvCt","YouthSurvCt","SheltHmisCt","ShelterCountAny","StreetCountAny","totStreetSingAdult","totStreetFamHH","totStreetFamMem","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","FamCarHH","FamVanHH","FamCamperHH","FamTentHH","FamEncampHH","FamCarPeople","FamVanPeople","FamCamperPeople","FamTentPeople","FamEncampPeople","IndCarPeople","IndVanPeople","IndCamperPeople","IndTentPeople","IndEncampPeople","totYouthFamHH","totESAdultSingAdult","totESAdultFamHH","totESAdultFamMem","totESYouthSingYouth","totESYouthFamHH","totESYouthFamMem","totESYouthUnaccYouth","totTHAdultSingAdult","totTHAdultFamHH","totTHAdultFamMem","totTHYouthSingYouth","totTHYouthFamHH","totTHYouthFamMem","totTHYouthUnaccYouth","totSHAdultSingAdult","totSHAdultFamHH","totSHAdultFamMem","totSHYouthSingYouth","totSHYouthFamHH","totSHYouthFamMem","totSHYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople","call_counts","crime_counts","shelter_counts","Area.in.square.miles...Land.area","density","lat","long","Population","Housing.units","Total.Square.Miles","Water.Area","Land.Area","Population.Density","Housing.Density"
"1",101110,0,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.44,2.272727273,34.2594737,-118.2929869,"4731","1734",0.44,0,0.44,"10,725.80","3,931.20"
"2",101122,1,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,34.2677213,-118.2901465,"3664","1369",1.02,0,1.02,"3,589.10","1,341.00"
"3",101210,2,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.095,0,0,0,0,5.095,0,0,0,0.25,20.38,34.2529724,-118.2907309,"5990","2317",0.25,0,0.25,"23,842.40","9,222.50"
"4",101220,3,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,1,0.27,125.9259259,34.2516085,-118.2816322,"3363","1317",0.27,0,0.27,"12,461.40","4,880.10"
"5",101300,4,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,11,0,0,0,1,15,0,0,0,0,0,3,0,0,0,0,5.108,0,0,0,0,0.017,0,0,0,0,0.064,0,0,0,0,5.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.108,0,0,0,0,20.108,10,0,0,1,20.108,34.2487776,-118.2709988,"4199","1582",1,0,1,"4,214.60","1,587.90"
"6",101400,5,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,2,4,0,0,0,3.616,8.379,0,0,0,0.043,0.127,0,0,0,0.15,0.445,0,0,0,3.466,7.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.995,0,0,0,0,11.995,0,0,0,2.44,4.915983607,34.2428534,-118.2941635,"3903","1568",2.44,0,2.44,"1,602.20","643.7"
"7",102103,6,2017,"Los Angeles",1,"Sun Valley","Sun Valley Area NC",2,5,2,25,39,28,8,0,0,0,1,0,0,0,0,1,3,0,0,0,1.808,6.285,0,0,0,0.022,0.095,0,0,0,0.075,0.334,0,0,0,1.733,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.093,0,0,0,0,8.093,0,0,0,0.46,17.59347826,34.2250793,-118.354188,"1740","680",0.46,0,0.46,"3,798.30","1,484.40"
"8",102104,7,2017,"Los Angeles",1,"Sun Valley","Sun Valley Area NC",2,5,2,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.64,0,34.2161866,-118.3454041,"3648","1326",0.64,0,0.64,"5,691.60","2,068.80"
"9",102105,8,2017,"Los Angeles",1,"Sun Valley","Sun Valley Area NC",2,5,2,18,39,29,6,0,0,0,1,0,0,0,1,0,3,0,1,1.591,0,6.285,0,1.926,0.051,0,0.095,0,0.006,0.151,0,0.334,0,0.021,1.439,0,5.951,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.802,0,0,0,0,9.802,0,0,0,0.19,51.58947368,34.2098714,-118.3492638,"1731","560",0.19,0,0.19,"9,108.20","2,946.60"
"10",102107,9,2017,"Los Angeles",1,"Foothill Trails","Foothill Trails District NC",2,5,7,25,39,28,0,0,0,0,1,1,0,0,0,2,0,0,0,0,3.616,0,0,0,0,0.043,0,0,0,0,0.15,0,0,0,0,3.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.616,0,0,0,0,4.616,4,0,0,4.98,0.926907631,34.2409055,-118.3395158,"3851","1326",4.99,0.01,4.98,"772.7","266"
"11",103101,10,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,0,0,0,1,1,0,0,1,0,2,0,0,1.591,0,4.19,0,0,0.051,0,0.063,0,0,0.151,0,0.222,0,0,1.439,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.781,0,0,0,0,6.781,0,0,0,0.78,8.693589744,34.2732407,-118.3078874,"2670","948",0.78,0,0.78,"3,406.90","1,209.60"
"12",103102,11,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,10.474,0,1.926,0,0,0.158,0,0.006,0,0,0.556,0,0.021,0,0,9.918,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,12.4,3,0,0,0.48,25.83333333,34.2633843,-118.3073883,"4751","1708",0.48,0,0.48,"9,915.20","3,564.50"
"13",103200,12,2017,"Los Angeles",1,"Foothill Trails","Foothill Trails District NC",2,5,7,25,39,29,25,0,0,0,1,22,0,0,5,0,3,1,9,7.953,0,6.285,1.703,17.33,0.256,0,0.095,0.006,0.05,0.757,0,0.334,0.021,0.186,7.196,0,5.951,1.681,17.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.271,0,0,0,0,55.271,10,0,0,2.86,19.32552448,34.2733521,-118.3402287,"6150","2285",2.86,0,2.86,"2,147.60","797.9"
"14",103300,13,2017,"Los Angeles",1,"Foothill Trails","Foothill Trails District NC",2,5,7,25,39,28,0,0,0,0,1,3,0,0,0,1,2,0,3,0,1.808,4.19,0,5.777,0,0.022,0.063,0,0.017,0,0.075,0.222,0,0.062,0,1.733,3.967,0,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.775,0,0,0,0,14.775,0,0,0,2.37,6.234177215,34.2573787,-118.3554781,"3819","1400",2.37,0,2.37,"1,610.40","590.4"
"15",103400,14,2017,"Los Angeles",1,"Sunland-Tujunga","Sunland-Tujunga NC",2,5,7,25,39,28,0,0,0,0,1,2,0,0,0,1,3,0,4,0,1.808,6.285,0,7.702,0,0.022,0.095,0,0.022,0,0.075,0.334,0,0.083,0,1.733,5.951,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.795,0,0,0,0,17.795,8,0,0,0.97,18.34536082,34.2548355,-118.3139736,"6143","2484",0.97,0,0.97,"6,362.20","2,572.60"
"16",104103,15,2017,"Los Angeles",1,"Foothill Trails","Foothill Trails District NC",2,3,7,18,39,29,0,0,0,0,1,10,0,0,0,0,0,0,12,0,0,0,0,23.106,0,0,0,0,0.067,0,0,0,0,0.248,0,0,0,0,22.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.106,0,0,0,0,33.106,0,0,0,0.37,89.47567568,34.2820993,-118.3925764,"4085","842",0.37,0,0.37,"11,147.30","2,297.70"
"17",104105,16,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,10,1,1,1,0,0,1,0,2,0,0,1.591,0,4.19,0,0,0.051,0,0.063,0,0,0.151,0,0.222,0,0,1.439,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6.781,0,8,0,8,14.781,0,0,0,0.23,64.26521739,34.2761482,-118.4046862,"5412","1456",0.23,0,0.23,"23,974.00","6,449.80"
"18",104108,17,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,4.19,0,1.926,0,0,0.063,0,0.006,0,0,0.222,0,0.021,0,0,3.967,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.116,0,0,0,0,6.116,3,0,0,0.42,14.56190476,34.2731497,-118.3985703,"5256","1346",0.42,0,0.42,"12,412.90","3,178.80"
"19",104124,18,2017,"Los Angeles",1,"Angeles National Forest","Kagel Canyon",2,3,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,34.2902413,-118.373946,"4175","1215",1.73,0,1.73,"2,413.60","702.4"
"20",104201,19,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,7,0,0,2,0,4,1,2,3.181,0,8.379,1.703,3.851,0.102,0,0.127,0.006,0.011,0.303,0,0.445,0.021,0.041,2.878,0,7.935,1.681,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.114,0,0,0,0,24.114,1,0,0,0.42,57.41428571,34.2865005,-118.4160998,"4780","885",0.42,0,0.42,"11,356.80","2,102.70"
"21",104203,20,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591,0,0,0,0,1.591,0,0,0,0.27,5.892592593,34.2790581,-118.4115543,"5210","1158",0.27,0,0.27,"19,060.30","4,236.40"
"22",104204,21,2017,"Los Angeles",1,"Foothill Trails","Foothill Trails District NC",2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,12.569,0,0,0,0,0.19,0,0,0,0,0.667,0,0,0,0,11.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.569,0,0,0,0,16.569,3,0,0,1.03,16.08640777,34.2912875,-118.3931176,"3375","753",1.03,0,1.03,"3,282.40","732.3"
"23",104310,22,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,2,0,0,1.591,0,4.19,0,0,0.051,0,0.063,0,0,0.151,0,0.222,0,0,1.439,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.781,0,0,0,0,5.781,0,0,0,0.58,9.967241379,34.2763731,-118.4292815,"4921","931",0.58,0,0.58,"8,448.30","1,598.30"
"24",104320,23,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,1,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591,0,0,0,0,2.591,1,0,0,0.47,5.512765957,34.2731324,-118.4202492,"5998","1359",0.47,0,0.47,"12,815.70","2,903.70"
"25",104401,24,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926,0,0,0,0,1.926,0,1,0,0.26,7.407692308,34.2670388,-118.4327217,"3357","725",0.26,0,0.26,"12,765.20","2,756.90"
"26",104403,25,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,7,0,0,0,3,2,0,2,0,5.424,4.19,0,3.851,0,0.065,0.063,0,0.011,0,0.225,0.222,0,0.041,0,5.199,3.967,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.465,0,0,0,0,20.465,0,0,0,0.27,75.7962963,34.2587738,-118.4344849,"3282","717",0.27,0,0.27,"12,199.70","2,665.20"
"27",104404,26,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,1,0,0,2,3,2,0,0,3.181,5.424,4.19,0,0,0.102,0.065,0.063,0,0,0.303,0.225,0.222,0,0,2.878,5.199,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.795,0,0,0,0,13.795,0,0,0,0.21,65.69047619,34.2639207,-118.4286916,"3236","694",0.21,0,0.21,"15,531.70","3,331.00"
"28",104500,27,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926,21,0,0,21,22.926,1,0,0,0.21,109.1714286,34.2555108,-118.4257479,"3293","748",0.21,0,0.21,"16,061.70","3,648.40"
"29",104610,28,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095,0,0,0,0,3.095,0,0,0,0.23,13.45652174,34.2604355,-118.4189927,"3672","785",0.23,0,0.23,"16,061.20","3,433.60"
"30",104620,29,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,2,0,0,5,4,1,0,0,7.953,7.232,2.095,0,0,0.256,0.087,0.032,0,0,0.757,0.3,0.111,0,0,7.196,6.933,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,0,0,0,19.28,0,0,0,0.21,91.80952381,34.2579043,-118.4224647,"3539","796",0.21,0,0.21,"17,256.20","3,881.30"
"31",104701,30,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.808,0,0,0,0,0.022,0,0,0,0,0.075,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,0,0,0,1.808,0,0,0,0.21,8.60952381,34.2684745,-118.415214,"4208","931",0.21,0,0.21,"19,797.70","4,380.10"
"32",104703,31,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,6,0,0,6,3,17,3,0,9.544,5.424,35.613,5.108,0,0.307,0.065,0.538,0.017,0,0.909,0.225,1.89,0.064,0,8.635,5.199,33.723,5.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.689,0,0,0,0,61.689,3,0,0,0.45,137.0866667,34.2552325,-118.4005905,"2397","584",0.45,0,0.45,"5,306.90","1,293.00"
"33",104704,32,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,13,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0.64,14.0625,34.2625316,-118.4088637,"4219","1159",0.64,0,0.64,"6,572.10","1,805.40"
"34",104810,33,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,34.2502996,-118.4111792,"5328","1132",0.43,0,0.43,"12,284.10","2,609.90"
"35",104821,34,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.926,0,0,0,0,2.926,0,0,0,0.21,13.93333333,34.2465705,-118.4162955,"3514","834",0.21,0,0.21,"17,113.90","4,061.80"
"36",104822,35,2017,"Los Angeles",1,"Pacoima","Pacoima NC",2,3,7,18,39,29,2,0,0,0,1,7,0,0,1,3,1,0,5,1.591,5.424,2.095,0,9.628,0.051,0.065,0.032,0,0.028,0.151,0.225,0.111,0,0.103,1.439,5.199,1.984,0,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.738,0,0,0,0,25.738,4,0,0,0.24,107.2416667,34.2458338,-118.4209236,"2277","614",0.24,0,0.24,"9,688.40","2,612.50"
"37",106010,36,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,5,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,34.3253362,-118.4434108,"3152","962",0.97,0,0.97,"3,238.30","988.3"
"38",106020,37,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,4,1,16,1,0,6.363,1.808,33.518,1.703,0,0.205,0.022,0.506,0.006,0,0.606,0.075,1.779,0.021,0,5.757,1.733,31.739,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.392,0,0,0,0,43.392,0,0,0,0.78,55.63076923,34.3230145,-118.429739,"5557","1433",0.78,0,0.78,"7,157.10","1,845.60"
"39",106111,38,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095,0,0,0,0,2.095,0,0,0,1.47,1.425170068,34.3213672,-118.407505,"4334","1345",1.48,0,1.47,"2,942.70","913.2"
"40",106112,39,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,1,1,7,0,0,1,0,2,0,0,1.591,0,4.19,0,0,0.051,0,0.063,0,0,0.151,0,0.222,0,0,1.439,0,3.967,0,0,0,130,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.781,170,0,0,170,182.781,0,1,0,1.25,146.2248,34.3054778,-118.4124465,"5969","1501",1.25,0,1.25,"4,789.80","1,204.50"
"41",106113,40,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,10,1,0,0,1,9,0,0,0,0,14,0,6,0,0,29.328,0,11.553,0,0,0.443,0,0.034,0,0,1.556,0,0.124,0,0,27.772,0,11.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.881,0,0,0,0,49.881,1,0,0,0.56,89.07321429,34.3061792,-118.4222365,"3493","884",0.56,0,0.56,"6,290.50","1,592.00"
"42",106114,41,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,2,6,0,2,0,3.616,12.569,0,3.851,0,0.043,0.19,0,0.011,0,0.15,0.667,0,0.041,0,3.466,11.902,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.036,0,0,0,0,22.036,0,0,0,0.39,56.5025641,34.3023558,-118.4268073,"5880","1622",0.39,0,0.39,"15,059.90","4,154.30"
"43",106403,42,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0.43,9.302325581,34.3060186,-118.4412741,"3825","863",0.43,0,0.43,"8,960.00","2,021.60"
"44",106405,43,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095,0,0,0,0,3.095,0,0,0,0.45,6.877777778,34.3146809,-118.4482929,"3966","1174",0.45,0,0.45,"8,778.20","2,598.50"
"45",106406,44,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,8.379,0,0,0,0,0.127,0,0,0,0,0.445,0,0,0,0,7.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.379,0,0,0,0,9.379,3,0,0,0.8,11.72375,34.3228508,-118.4590006,"4962","1670",0.81,0,0.8,"6,165.90","2,075.20"
"46",106407,45,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,34.3105742,-118.4365572,"2933","872",0.09,0,0.09,"32,725.30","9,729.50"
"47",106408,46,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.09,22.22222222,34.3132613,-118.4400777,"3463","996",0.09,0,0.09,"39,179.80","11,268.60"
"48",106510,47,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1.808,10.474,0,0,0,0.022,0.158,0,0,0,0.075,0.556,0,0,0,1.733,9.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.282,0,0,0,0,12.282,2,0,0,2.21,5.557466063,34.326405,-118.4795847,"5108","1538",2.21,0,2.21,"2,311.30","695.9"
"49",106520,48,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,0,0,0,0,1,0,0,0,11,1,6,4,3,17.497,1.808,12.569,6.811,5.777,0.563,0.022,0.19,0.023,0.017,1.666,0.075,0.667,0.086,0.062,15.831,1.733,11.902,6.725,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.462,0,0,0,0,44.462,3,0,0,0.85,52.30823529,34.3088574,-118.4613524,"5837","1463",0.85,0,0.85,"6,853.30","1,717.70"
"50",106603,49,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,0,34.3123662,-118.5244831,"2979","992",5.91,0,5.91,"504.4","168"
"51",106604,50,2017,"Los Angeles",1,"Sylmar","Sylmar NC",2,3,7,18,39,29,6,0,0,0,1,0,0,0,3,2,3,0,0,4.772,3.616,6.285,0,0,0.154,0.043,0.095,0,0,0.454,0.15,0.334,0,0,4.318,3.466,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.673,0,0,0,0,14.673,0,0,0,1.01,14.52772277,34.3033292,-118.4745764,"5020","1265",1.01,0,1.01,"4,992.90","1,258.20"
"52",106641,51,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,34.2984691,-118.5084331,"2317","787",0.44,0,0.44,"5,284.90","1,795.10"
"53",106642,52,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4.19,0,0,0,0,0.063,0,0,0,0,0.222,0,0,0,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,4.19,0,0,0,0.61,6.868852459,34.2863224,-118.5070136,"3236","1095",0.61,0,0.61,"5,312.60","1,797.70"
"54",106643,53,2017,"Los Angeles",1,"Granada Hills","Granada Hills North NC",2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095,0,0,0,0,2.095,0,0,0,1.67,1.254491018,34.2894537,-118.5220166,"4320","1344",1.67,0,1.67,"2,582.40","803.4"
